window,seed,ticker,scenario,method,market_jump,asset_jump,n_paths,ks_pass,ad_pass,w1,w1_standardized,abs_acf_mae25,abs_acf_mae60,raw_acf_mae25,kurtosis,kurtosis_abs_error,variance_ratio_generator,variance_ratio_observed,beta_abs_error,beta_effective_abs_error,r2_abs_error,clipped,tracker,var99_rate,var95_rate
training,3456,AMT,market_only,hybrid,true,false,54,0.9629629629629629,0.9259259259259259,0.1688621440045391,0.04285264672740303,0.14473753973266787,0.08589491278677513,0.037426539524580214,5.279721585362397,4.096990837465397,1.0025603870719606,1.0118710773923383,0.016960393529975453,0.016960393529975453,0.08289851233016778,0.0,0.0,0.008810690661739104,0.05410272890388579
training,3456,AMT,market_and_assets,naive,false,false,151,0.0,0.0,0.4966212839048281,0.12602905501372116,0.16989335634663727,0.10498876560686493,0.03649861584987259,6.686806692856018,3.8215978762963987,1.2865077574008057,1.331947050064444,0.02464024862656853,0.02464024862656853,0.06730068727531996,0.0,0.0,0.006007192349868073,0.036933817931074094
training,3456,AMT,market_and_assets,naive,false,true,45,0.0,0.0,0.6914641453418328,0.17547490540095673,0.08243540710926514,0.047935571812383414,0.0390284172562108,5.7552460726916514,3.604969329610698,1.253214432227257,1.5195462156644146,0.0232906200964749,0.0232906200964749,0.0878967495035698,0.0,0.0,0.0044348035671246105,0.028496826544548878
training,3456,AMT,market_and_assets,naive,true,false,36,0.0,0.0,0.563515510711501,0.14300500119957585,0.15750128827466547,0.09358522240871331,0.0384398409099862,5.7249808016510215,3.756646529142345,1.3624046016617373,1.3758313184227744,0.02094860225447233,0.02094860225447233,0.029480417128880047,0.0,0.0,0.005352695428617337,0.034877882220615414
training,3456,AMT,market_and_assets,naive,true,true,18,0.0,0.0,0.870744184940875,0.2209713323680695,0.06653972771270031,0.04338268639728638,0.03831996428663054,4.895497258153409,4.464718144148943,1.308878923059795,1.6489237218367425,0.015009418469934206,0.015009418469934206,0.059450995609402285,0.0,0.0,0.00351490318952358,0.025668835864063638
training,3456,AMT,market_and_assets,hybrid,false,false,151,0.9668874172185431,0.9470198675496688,0.1753674734039495,0.044503523448421296,0.1700021874002441,0.1050453667052378,0.036378560035497644,6.216283600536919,4.05227479864693,0.9969765293745584,1.0335067157879334,0.02081184181681737,0.02081184181681737,0.03125125098227221,0.0,0.0,0.008863541681630782,0.05341828159342634
training,3456,AMT,market_and_assets,hybrid,false,true,45,0.6,0.15555555555555556,0.3548687638659504,0.09005609790273071,0.08955408758718429,0.051075868957547274,0.03878195081650049,5.489255926664687,3.887095730598798,1.002009188595603,1.2162417906040113,0.020138485732905935,0.020138485732905935,0.04391160323547704,0.0,0.0,0.006395115288824618,0.04147987466859483
training,3456,AMT,market_and_assets,hybrid,true,false,36,0.9722222222222222,0.9444444444444444,0.16615849074994615,0.04216653262838184,0.14699395822042347,0.08584692190880956,0.03850404902101358,5.334375080994574,4.038009799492404,0.9949997021779874,1.005951349313373,0.016729377682749083,0.016729377682749083,0.07629775885893458,0.0,0.0,0.008345384429983126,0.05525427813931067
training,3456,AMT,market_and_assets,hybrid,true,true,18,0.2777777777777778,0.05555555555555555,0.45695741356645214,0.11596343708927807,0.07008220587680714,0.04355618247211537,0.03819431787757577,4.594649376091446,4.765566026210905,1.0070742991697812,1.2712902161426152,0.012570708229651463,0.012570708229651463,0.0423208162777611,0.0,0.0,0.005603759942154736,0.03834257250743152
training,3456,AMZN,off,naive,false,false,250,0.0,0.0,0.8161786790730741,0.15728705261921552,0.09498594050852043,0.07556459600311317,0.023200536323171803,4.650941490613919,1.6038832366930131,1.3935213472087447,1.4146320873505522,0.029871583014435463,0.029871583014435463,0.10091170101523954,0.0,0.0,0.005865509761388291,0.033346348517715126
training,3456,AMZN,off,hybrid,false,false,250,0.9,0.844,0.24624016342585409,0.0474533218457902,0.0946436693532462,0.07543398524166671,0.023405666792425242,4.734754978415606,1.636903774124106,0.9999045192475242,1.016377537713729,0.023275797728942026,0.023275797728942026,0.03802862053367938,0.0,0.0,0.008880694143167037,0.05048300795372375
training,3456,AMZN,market_only,naive,false,false,196,0.0,0.0,0.8046748874645293,0.1550701391878224,0.09478111683090161,0.07531111141140252,0.02363549768596895,4.621874764216541,1.622767335096943,1.393854686290757,1.4073681071094506,0.02708652475762414,0.02708652475762414,0.10068061008977255,0.0,0.0,0.005948691841161631,0.03341412486903656
training,3456,AMZN,market_only,naive,true,false,54,0.0,0.0,0.9861413593110512,0.19004082298265323,0.0744564306120127,0.059503910518481216,0.023608528479779966,4.514115358417565,1.6952194819314346,1.4782130362376822,1.531526202578435,0.0228659252938874,0.0228659252938874,0.063375933311714,0.0,0.0,0.00509493586138561,0.030121046570793494
training,3456,AMZN,market_only,hybrid,false,false,196,0.9081632653061225,0.8775510204081632,0.24085915652352094,0.04641633970267321,0.09432206556355834,0.07507931168802948,0.023793487705792322,4.710061387562756,1.656390666890149,1.0002303472888572,1.0110260513754399,0.021182590493978574,0.021182590493978574,0.038668781727351165,0.0,0.0,0.008999586819543449,0.05060907226231054
training,3456,AMZN,market_only,hybrid,true,false,54,0.8888888888888888,0.7777777777777778,0.25500632726340405,0.049142662805237096,0.05919462014857822,0.048193253758423496,0.024454406555761074,4.7698620278554245,1.6617962846245276,1.0010262815018722,1.038717475504559,0.016527250340819064,0.016527250340819064,0.09616665915709952,0.0,0.0,0.008161270453389038,0.049637128089767266
training,3456,AMZN,market_and_assets,naive,false,false,151,0.0,0.0,0.8068954432759211,0.1554980659245841,0.09450879744207832,0.07499352686641607,0.02361366418054049,4.921180483022006,1.7855317597125608,1.3867164516598045,1.413689549085724,0.02903173023265835,0.02903173023265835,0.10456322775250325,0.0,0.0,0.005909027787753849,0.0333376429970359
training,3456,AMZN,market_and_assets,naive,false,true,45,0.0,0.0,1.1482203784005651,0.22127532084157234,0.03175889110591659,0.028222672721668795,0.02530851921809945,3.9765995145424906,2.0884948839592337,1.3291460961304669,1.6494515065083328,0.02866471303889151,0.02866471303889151,0.13548659923217127,0.0,0.0,0.0045954848557885454,0.026199084116654624
training,3456,AMZN,market_and_assets,naive,true,false,37,0.0,0.0,0.9751036399018429,0.18791372704395046,0.07464108980324725,0.05943440348273852,0.024333394647854265,4.43854775605414,1.8319200138957104,1.4829128792050634,1.5176918858496555,0.02690316614687433,0.02690316614687433,0.06171873204880083,0.0,0.0,0.0051591721873717545,0.03018311152801391
training,3456,AMZN,market_and_assets,naive,true,true,17,0.0,0.0,1.2314101387707106,0.2373069479254592,0.02993078686369368,0.0267873098162155,0.02652862320002605,4.571741792801866,2.1511775920812295,1.3975130838913572,1.7037304987719923,0.03849796103380011,0.03849796103380011,0.09862573473571873,0.0,0.0,0.0048487941814469825,0.025200969758836286
training,3456,AMZN,market_and_assets,hybrid,false,false,151,0.8609271523178808,0.8278145695364238,0.24309561437972585,0.04684733094702797,0.09420864215491656,0.07487200585704212,0.023776842634040417,4.865726676844389,1.8096626068450377,0.9977350314943259,1.0186276403025465,0.02278134850661891,0.02278134850661891,0.041038575240219415,0.0,0.0,0.008930580894781966,0.0500830807391552
training,3456,AMZN,market_and_assets,hybrid,false,true,45,0.17777777777777778,0.044444444444444446,0.5683330043293617,0.10952433021003447,0.03507844474984458,0.030708376653809308,0.025166613760460445,4.020532031650211,2.1324738734019273,1.005302492143382,1.2496617013244917,0.023626902211218707,0.023626902211218707,0.06024286180514808,0.0,0.0,0.00660400096408773,0.03800112476902065
training,3456,AMZN,market_and_assets,hybrid,true,false,37,0.8918918918918919,0.8648648648648649,0.23269145888221995,0.044842330087347115,0.057756299097357404,0.04690014734080042,0.025244309591409032,4.731178626628195,1.6601774663654987,0.9948366122944489,1.0190170262015426,0.01918318913832323,0.01918318913832323,0.1050475678866957,0.0,0.0,0.008491137558382676,0.050946825350296064
training,3456,AMZN,market_and_assets,hybrid,true,true,17,0.29411764705882354,0.11764705882352941,0.5316118525242599,0.10244774038442574,0.02972531853556149,0.026641769034135458,0.026149338854290362,4.575978559368259,2.024896734016161,1.0053234527315797,1.2269440183603326,0.03029755888504353,0.03029755888504353,0.0354716079492908,0.0,0.0,0.007124324784143592,0.038854153375015944
training,3456,ANSS,off,naive,false,false,250,0.0,0.0,0.9403430452873617,0.2042448310448161,0.16575415351678113,0.11717757088284532,0.03930309884961992,5.906365344791625,3.1323413872781525,1.5429579183390587,1.5814226856430202,0.025726624968519827,0.025726624968519827,0.18209078418089344,0.0,0.0,0.002916847433116409,0.029631236442516362
training,3456,ANSS,off,hybrid,false,false,250,0.856,0.84,0.23093421837645983,0.05015948238374304,0.16509747492089089,0.11687112972938395,0.039206350378794795,6.39301399281625,3.0666412508222494,0.9998067986170225,1.026755444376927,0.017428109920293745,0.017428109920293745,0.053485487671419966,0.0,0.0,0.006999276934201008,0.05214461315979752
training,3456,ANSS,market_only,naive,false,false,196,0.0,0.0,0.9379488774617669,0.20372481188214756,0.16557452733239836,0.11736148763937441,0.03966737134726516,5.746225840396148,3.1586286684214526,1.541366919721227,1.5740697732441318,0.02564881407345941,0.02564881407345941,0.18293470968191394,0.0,0.0,0.003052739533991468,0.02969181164873764
training,3456,ANSS,market_only,naive,true,false,54,0.0,0.0,1.1197611038430908,0.24321487632749836,0.13865597637108437,0.09632235689082679,0.03974498771193216,5.73865217410804,3.384218204886553,1.6635591576843143,1.7259698967042614,0.024685638923793433,0.024685638923793433,0.13581355253799499,0.0,0.0,0.0021357221284914723,0.027543450898476193
training,3456,ANSS,market_only,hybrid,false,false,196,0.826530612244898,0.8214285714285714,0.2293563416642458,0.04981676366623793,0.1648094593469015,0.11700657207917485,0.03955079969522531,6.141485657397753,3.0797531391582558,0.9991867693612613,1.022310471257578,0.017360840763539366,0.017360840763539366,0.05507104367094672,0.0,0.0,0.007212212433780448,0.052379845647586555
training,3456,ANSS,market_only,hybrid,true,false,54,0.8518518518518519,0.8518518518518519,0.22665271606074514,0.04922952951018943,0.10266706399419695,0.07034542513494497,0.04055505912013581,6.878924898852626,2.625303211769654,1.0005556946543317,1.0404254021891004,0.015494533281017834,0.014578403643585548,0.1330086571607167,0.018518518518518517,0.0,0.006420556492863074,0.052857448916740324
training,3456,ANSS,market_and_assets,naive,false,false,146,0.0,0.0,0.9479525606609075,0.20589763657104607,0.165981461868215,0.11716552452221071,0.03928356933198244,5.767097875525521,3.2034675955297995,1.5402923660109182,1.5809820260276721,0.02342904936748355,0.02342904936748355,0.1832852715662768,0.0,0.0,0.0030259808437088313,0.029457502550540315
training,3456,ANSS,market_and_assets,naive,false,true,50,0.0,0.0,1.20791646376918,0.262362438149787,0.08853316083718146,0.05967235302842297,0.040290631910423744,5.670297680597761,3.247308648227324,1.4418798901907879,1.8204815770747849,0.026413654073303924,0.026413654073303924,0.22733760636007838,0.0,0.0,0.0021547360809833715,0.026160520607375268
training,3456,ANSS,market_and_assets,naive,true,false,41,0.0,0.0,1.0794993059969356,0.2344699144331552,0.13803288518979442,0.09555036615201402,0.03999384540417338,5.109602617848662,3.6683452578225104,1.6751424937851052,1.6796509911236606,0.020675149446329588,0.020675149446329588,0.13111622624424576,0.0,0.0,0.0024690051672751016,0.028129023155741315
training,3456,ANSS,market_and_assets,naive,true,true,13,0.0,0.0,1.4321436920280326,0.31106514572113036,0.0763089614056863,0.05135631913832027,0.0423349745424653,4.746652850079932,4.025671426209542,1.5887852428370086,1.9832380283633537,0.02052810835719115,0.02052810835719115,0.16542872413002613,0.0,0.0,0.0018632849435452473,0.022887813560264755
training,3456,ANSS,market_and_assets,hybrid,false,false,146,0.8424657534246576,0.7945205479452054,0.24456240573160257,0.05311955832384593,0.16508830507799044,0.11661395242714483,0.03919849781000857,6.177060244007375,3.0514950562619356,1.0006516455444379,1.0296105620618747,0.01597430141395907,0.01597430141395907,0.055809164618471616,0.0,0.0,0.00703998652918511,0.0519493061539833
training,3456,ANSS,market_and_assets,hybrid,false,true,50,0.16,0.06,0.5040999148216228,0.10949174606910057,0.10897298787134696,0.07459540399593866,0.03992579935610835,5.673042618933132,3.4115873080323396,1.0007184454009745,1.2662470770525402,0.01959654430780864,0.01959654430780864,0.09396798986908962,0.0,0.0,0.004945770065075921,0.040563991323210404
training,3456,ANSS,market_and_assets,hybrid,true,false,41,0.926829268292683,0.8780487804878049,0.21760717052914502,0.0472648146882222,0.10271855144081053,0.06941997711333842,0.040747299601530576,6.423478599926804,3.099003129610995,1.0014265883977291,1.005885089002987,0.012721912138703197,0.011977786436876647,0.13891645068423986,0.024390243902439025,0.0,0.007389379750630478,0.05395658078055834
training,3456,ANSS,market_and_assets,hybrid,true,true,13,0.38461538461538464,0.15384615384615385,0.46957951243876217,0.10199382944428859,0.07684855420543764,0.053067402633560024,0.04152033209349114,5.359005492540324,3.41331878374915,1.0016307827934299,1.2531454349122555,0.013779305052923779,0.013779305052923779,0.08383557316078398,0.0,0.0,0.0046999276934201,0.04135380165748929
training,3456,AON,off,naive,false,false,250,0.0,0.0,0.5862990704491174,0.16549460408731234,0.12595426940289442,0.07659898741125631,0.03347744560216077,9.88665215244657,10.130593332128104,1.384854975532056,1.4371211750047543,0.01986455680194279,0.01986455680194279,0.10212374783005822,0.0,0.0,0.005033984092552425,0.03457700650759216
training,3456,AON,off,hybrid,false,false,250,0.648,0.56,0.21225304120387464,0.059912653440598825,0.12577897966477194,0.07655962032365424,0.033480471414755686,8.719791280582834,10.855779224589725,1.0015105345165292,1.0420618757085163,0.015663579485228132,0.015663579485228132,0.0430840007861863,0.0,0.0,0.007167028199566181,0.04670137382501809
training,3456,AON,market_only,naive,false,false,196,0.0,0.0,0.5841175399824508,0.16487882361096107,0.12668206979800023,0.07705141883801882,0.03360365897867064,10.030361277613181,10.339257476182208,1.380464460625285,1.4347984396780977,0.018830595789930158,0.018830595789930158,0.1044214199062308,0.0,0.0,0.005066994259742932,0.03474404946360321
training,3456,AON,market_only,naive,true,false,54,0.0,0.0,0.6818422217838487,0.19246356378783386,0.10605668962948081,0.06241929514391583,0.034216943597922496,8.179919496495241,10.710726342363929,1.4767301118927971,1.5252535819678845,0.018590869959562537,0.018590869959562537,0.060153597412655684,0.0,0.0,0.004438820599341207,0.03220320826973031
training,3456,AON,market_only,hybrid,false,false,196,0.6479591836734694,0.5816326530612245,0.21280174143063044,0.06006753502129107,0.12655402462353227,0.07700175493969477,0.03356780398247023,8.812956819669676,11.058857450262797,0.9999874723703583,1.0421820025690487,0.014872955003792687,0.014872955003792687,0.04312821644726825,0.0,0.0,0.0073191966591408895,0.04678346392787047
training,3456,AON,market_only,hybrid,true,false,54,0.7592592592592593,0.6481481481481481,0.2092304309324976,0.059059461417305,0.08886912661724888,0.05200452674575802,0.034648485140936915,7.024089273233543,11.631750488533955,1.001304476785226,1.0365909750581968,0.013427184792497819,0.013427184792497819,0.09829945616533438,0.0,0.0,0.0071302321844621186,0.04694571650464634
training,3456,AON,market_and_assets,naive,false,false,153,0.0,0.0,0.5942719981023421,0.1677451219064459,0.1265645031144001,0.076909191540066,0.03325102431848011,9.983372977941169,9.554449244828954,1.3762638950528456,1.4493642770160358,0.02062939232735458,0.02062939232735458,0.10649553852803113,0.0,0.0,0.004992934749219035,0.03415895160185069
training,3456,AON,market_and_assets,naive,false,true,43,0.0,0.0,0.7637370761793452,0.21558001951509378,0.055117832812620636,0.03558101266532894,0.03505749946521483,8.930776910971577,10.107670798949876,1.3080817622819843,1.6514916594549978,0.023733626763324675,0.023733626763324675,0.14424584706421323,0.0,0.0,0.004018900603675868,0.029107602280179577
training,3456,AON,market_and_assets,naive,true,false,35,0.0,0.0,0.6779969383355061,0.1913781558553269,0.10829314430241808,0.06369297927747916,0.03399480664957022,7.908367979825359,10.699921097258073,1.455665681385873,1.509891462630718,0.01654106320272737,0.01654106320272737,0.0679014069929901,0.0,0.0,0.00446234893089557,0.031814895155459134
training,3456,AON,market_and_assets,naive,true,true,19,0.0,0.0,0.8674720707812111,0.2448612903321951,0.04830690130326047,0.033419366919419324,0.03390142770407295,7.855668777961794,10.752620299121633,1.4027811936688614,1.7456369697160274,0.015836469276906243,0.015836469276906243,0.09390712358231086,0.0,0.0,0.0038056094683563573,0.027172051604064388
training,3456,AON,market_and_assets,hybrid,false,false,153,0.6274509803921569,0.46405228758169936,0.22055435590894332,0.062255865053517025,0.12648737773106436,0.07685593826022499,0.03318819290505036,8.719996275984306,10.516892783908416,1.0009572055447096,1.056110221188564,0.01632784925996937,0.01632784925996937,0.03798015620311912,0.0,0.0,0.0072306579898770785,0.045694922943870245
training,3456,AON,market_and_assets,hybrid,false,true,43,0.09302325581395349,0.023255813953488372,0.4029190452666625,0.1137319351786881,0.06304854952872348,0.03828418020030644,0.034728771194618195,7.951697838175535,10.891209311281008,0.9970983148756025,1.2604494392890877,0.019650802122149702,0.019650802122149702,0.07065056323280214,0.0,0.0,0.005641594780473861,0.039070776370882306
training,3456,AON,market_and_assets,hybrid,true,false,35,0.6857142857142857,0.6857142857142857,0.2105744006752975,0.05943882367745593,0.09199820687673464,0.05353402473591953,0.03457752773332863,6.676780826987295,11.931508250096137,0.9942165818728473,1.0336113369509776,0.012076243878008033,0.012076243878008033,0.08775108898790202,0.0,0.0,0.006879454601797334,0.04619357504390043
training,3456,AON,market_and_assets,hybrid,true,true,19,0.10526315789473684,0.10526315789473684,0.39898188488589087,0.11262059314987526,0.04820409876568778,0.033315364750553654,0.03381458714707687,6.968078164530366,11.640210912553066,0.9959070649140848,1.241702796810969,0.01239172023251741,0.01239172023251741,0.058216045670392576,0.0,0.0,0.005556189823800282,0.03978764699166572
training,3456,AOS,off,naive,false,false,250,0.004,0.0,0.6015058172105165,0.142450855956864,0.08217555578174414,0.06367802914114856,0.022606671065047594,3.700544593783799,1.0945793019715586,1.3644450459754454,1.3801361363434907,0.02461387588821236,0.02461387588821236,0.08913260862762587,0.0,0.0,0.004957339117859721,0.03506724511930583
training,3456,AOS,off,hybrid,false,false,250,0.98,0.976,0.16108682395193905,0.03814918376308133,0.0817917923387159,0.06355819216251875,0.02269138753298012,3.9448491732912623,1.1114871010488727,0.9981441807190324,1.0102727707292096,0.019613323010902774,0.019613323010902774,0.03219791959451573,0.0,0.0,0.008358640636297902,0.05162111352133046
training,3456,AOS,market_only,naive,false,false,196,0.01020408163265306,0.0,0.6091762690508696,0.14426740103252364,0.08155610610984018,0.06347158383044839,0.022709441338242743,3.5931263793680306,1.116167450077682,1.369337955459549,1.384349867029246,0.0253032728939336,0.0253032728939336,0.08659479075049578,0.0,0.0,0.00494156447828588,0.03501704369383328
training,3456,AOS,market_only,naive,true,false,54,0.0,0.0,0.7150657990071937,0.1693445553135921,0.06455515028412775,0.05049930819487933,0.023030064503696157,3.5601624697832763,1.0056510783204653,1.4574683916340214,1.475179318814938,0.021034498957848598,0.021034498957848598,0.048555097316802014,0.0,0.0,0.004606196941699471,0.03254465600814118
training,3456,AOS,market_only,hybrid,false,false,196,0.9540816326530612,0.9693877551020408,0.164898153472027,0.0390517970661214,0.08106883906918977,0.0633473411186657,0.02283684899597511,3.799912819390431,1.102248559935386,1.0032015831538785,1.0150611433286283,0.020205945279122083,0.020205945279122083,0.034916454429370705,0.0,0.0,0.00833370224445526,0.05109603494326145
training,3456,AOS,market_only,hybrid,true,false,54,0.9814814814814815,0.9814814814814815,0.15401018201910197,0.03647326696927903,0.050466804544029416,0.04081845671156109,0.023645027274479816,3.986606700146483,0.8494590709676291,1.0027961670351622,1.0161681757092704,0.015543098813589588,0.015543098813589588,0.10054714206165773,0.0,0.0,0.008228220990332344,0.052288369352722214
training,3456,AOS,market_and_assets,naive,false,false,142,0.007042253521126761,0.0,0.6018979374219701,0.14254371933101825,0.08176194720512607,0.06393264458505321,0.022331930255354317,4.262712325436763,1.5891704861934925,1.3626190331867765,1.3842632910393922,0.022990263730945013,0.022990263730945013,0.09018477253138486,0.0,0.0,0.004997810434552357,0.03524181968164735
training,3456,AOS,market_and_assets,naive,false,true,54,0.0,0.0,0.8667249643544345,0.20526104572694578,0.033971165853054874,0.03093882920910893,0.024172569781524933,3.483622357310931,1.1580867838314224,1.3023823646074022,1.6121623969260097,0.025332104951496834,0.025332104951496834,0.1239897328898702,0.0,0.0,0.0038697410353231024,0.027965239281219027
training,3456,AOS,market_and_assets,naive,true,false,38,0.0,0.0,0.7130712931832832,0.16887220898925462,0.06185553400645404,0.04855761553732017,0.023175118891433227,3.336157632860291,1.2287945281822996,1.4602121267981025,1.4648101647152434,0.023503936505220476,0.023503936505220476,0.046460997352904626,0.0,0.0,0.004462077101647828,0.03245233474140883
training,3456,AOS,market_and_assets,naive,true,true,16,0.0,0.0,0.9435135336176738,0.2234464017223028,0.034316724982959325,0.030015039361344305,0.02371886400893489,3.204990949809457,1.175899604453301,1.3807579859931591,1.6689680272274423,0.02114943701720374,0.02114943701720374,0.08117703985533314,0.0,0.0,0.0036153289949385392,0.02738611713665944
training,3456,AOS,market_and_assets,hybrid,false,false,142,0.9507042253521126,0.971830985915493,0.1617517450142,0.03830665285440632,0.08151774680188437,0.06376736982170042,0.022453334084732896,4.381074437804583,1.492182042826163,0.9991561256097243,1.0159247398184985,0.01833697804675464,0.01833697804675464,0.03421777342872121,0.0,0.0,0.008315256688358643,0.05156172028556008
training,3456,AOS,market_and_assets,hybrid,false,true,54,0.4074074074074074,0.1111111111111111,0.40835351215964716,0.09670780510469255,0.03085085465992592,0.028608297718232017,0.023967346880606675,3.5287853281221535,1.13065832849005,1.003322153981321,1.2431841102514858,0.021146661512015594,0.021146661512015594,0.05720122455064498,0.0,0.0,0.0056974906938753655,0.03996947055515386
training,3456,AOS,market_and_assets,hybrid,true,false,38,0.9473684210526315,0.9736842105263158,0.14465684194871353,0.03425817401263659,0.048363197926211667,0.03925963270024818,0.023545053195097924,3.7719405846968983,0.8816014363568905,1.0029778022190396,1.006774740377998,0.017352142799302788,0.017352142799302788,0.10136462367459169,0.0,0.0,0.008020321954561021,0.05233664421357081
training,3456,AOS,market_and_assets,hybrid,true,true,16,0.625,0.3125,0.3554337362857157,0.0841751459772271,0.03192766667715832,0.02864523451963648,0.024068551997286167,3.591558525665328,1.0494992398981207,0.9983788276214586,1.2084545505193918,0.016692579109532833,0.016692579109532833,0.05408844506080263,0.0,0.0,0.005784526391901663,0.042819052783803324
training,3456,APA,off,naive,false,false,250,0.012,0.0,1.1183177399207778,0.12094797833080688,0.1593757921948931,0.1287420568525817,0.02980100202174376,32.504724710600726,53.452405367032,1.2086233569545457,1.3264558374280675,0.05371706353429457,0.05371706353429457,0.0444945850811588,0.0,0.0,0.0073622559652928455,0.034981923355025306
training,3456,APA,off,hybrid,false,false,250,0.524,0.46,0.625778588184982,0.06767902575616996,0.159385516887691,0.12877454396491297,0.029881093515820616,30.333325288978568,54.95110983487175,1.0002327657517462,1.1020199099132808,0.047948773573326636,0.047948773573326636,0.029815441138159805,0.0,0.0,0.008465654374548087,0.042442516268980414
training,3456,APA,market_only,naive,false,false,196,0.00510204081632653,0.0,1.1242258099171762,0.12158694621658138,0.1585737281866997,0.12825451405045982,0.030038374026645814,32.509263758940165,54.2699375666635,1.2079657352169753,1.3257045530679297,0.04913458511473294,0.04913458511473294,0.045591628806399546,0.0,0.0,0.007309973881092564,0.034935883247008144
training,3456,APA,market_only,naive,true,false,54,0.0,0.0,1.317140114528851,0.14245095856384885,0.1496993518302746,0.12156093730476876,0.03027111367981046,28.208035686400738,52.7392569652098,1.261908277578183,1.3811655626940176,0.044218217185679205,0.044218217185679205,0.028934158512537275,0.0,0.0,0.006969550895798184,0.033261026753434564
training,3456,APA,market_only,hybrid,false,false,196,0.5102040816326531,0.4336734693877551,0.6301822031239838,0.06815528425159298,0.15855023626706724,0.12823953481962377,0.030134849038380696,30.261425575042505,55.651215204845414,1.0005595274294947,1.1023276146127132,0.0438250799448845,0.0438250799448845,0.03232809143642841,0.0,0.0,0.008385349801525813,0.042249546239320014
training,3456,APA,market_only,hybrid,true,false,54,0.42592592592592593,0.3333333333333333,0.6901648886326548,0.07464251439035505,0.14477604020011944,0.11776067355027336,0.030474300420090476,25.20087480927543,55.326301154557235,1.0020432417881457,1.1032888512396042,0.03800069296092021,0.03800069296092021,0.054897109866471006,0.0,0.0,0.00810771002383439,0.04156958838809887
training,3456,APA,market_and_assets,naive,false,false,146,0.0,0.0,1.130948082208667,0.12231397147462873,0.15848848220976242,0.1280920511056066,0.030393624586002994,31.995255745537246,52.64448184684834,1.2047675645496014,1.334527249829469,0.0560526142777862,0.0560526142777862,0.04742168994084032,0.0,0.0,0.007602095900315963,0.03486068602105806
training,3456,APA,market_and_assets,naive,false,true,50,0.0,0.0,1.6299435155379984,0.17628118195790599,0.08623310638874938,0.07218904933736138,0.0325083367077753,29.528435464946252,54.87747024642297,1.1653392969126772,1.5722798987272173,0.069391029679511,0.069391029679511,0.07439889772384944,0.0,0.0,0.005589298626174982,0.02873463485177152
training,3456,APA,market_and_assets,naive,true,false,45,0.0,0.0,1.29720572291149,0.14029501997921617,0.1498036377926964,0.12208701172763392,0.030261066750179415,34.86290830248218,48.42823303554319,1.2431905742450358,1.4041849569154043,0.04059573383986098,0.04059573383986098,0.03055010537302566,0.0,0.0,0.006772716317184866,0.03264240379207842
training,3456,APA,market_and_assets,naive,true,true,9,0.0,0.0,1.821331697490404,0.19698014152658083,0.07659418610733139,0.06338994810709936,0.03295763264314813,42.527331572330084,50.312171157896536,1.2020672955604348,1.6804278623791618,0.06778757297482049,0.06778757297482049,0.04775082751339654,0.0,0.0,0.004940949626416005,0.027235478428536998
training,3456,APA,market_and_assets,hybrid,false,false,146,0.4726027397260274,0.410958904109589,0.6398272807439034,0.06919841591027133,0.15846871355560369,0.12807983997378,0.03047470086455974,29.79600920211366,54.2837869803794,0.9986704092227476,1.1111297455229314,0.05011987484368711,0.05011987484368711,0.03311569424734952,0.0,0.0,0.008679265840588752,0.04218048910944047
training,3456,APA,market_and_assets,hybrid,false,true,50,0.06,0.0,1.1518142618100078,0.12457068452511516,0.08893143593780614,0.07426716283300391,0.032446408501303876,28.185558752997512,55.887280925010074,0.9979219254903213,1.3500919303892345,0.0632277315580739,0.0632277315580739,0.0534743523679073,0.0,0.0,0.006196673897324656,0.03397686189443239
training,3456,APA,market_and_assets,hybrid,true,false,45,0.4666666666666667,0.3333333333333333,0.6870972089224924,0.07431073957728909,0.14561780159271076,0.11892309904358747,0.030304242922755437,31.41040068344685,50.841196643863135,0.9942510431584157,1.127591296529862,0.03509747462358449,0.03509747462358449,0.04329786426639528,0.0,0.0,0.00795372378886479,0.0410621033180686
training,3456,APA,market_and_assets,hybrid,true,true,9,0.0,0.0,1.2518150993332506,0.13538594632242912,0.0778498120115736,0.0641244385308481,0.03295311245613735,39.464799724333616,51.09723006605604,1.0016633725321744,1.4030621460632053,0.0606683962686959,0.0606683962686959,0.027618629005249536,0.0,0.0,0.005744356069735679,0.03326102675343456
training,3456,APD,off,naive,false,false,250,0.0,0.0,0.6890041717178511,0.1732999971733099,0.1255936058828682,0.07516650466811887,0.03623816273472415,9.786383403410706,6.656551503900644,1.4025399729741352,1.4667494514844124,0.022981597600615945,0.022981597600615945,0.11597831848582575,0.0,0.0,0.00565726681127983,0.032222704266088274
training,3456,APD,off,hybrid,false,false,250,0.568,0.528,0.2555160529314157,0.06426801617230665,0.1253772132342991,0.07509235998678414,0.036115389683200425,8.450318894314584,7.430016100941826,0.9998288747283356,1.0481128962766224,0.0178152212900382,0.0178152212900382,0.04135375531471174,0.0,0.0,0.007381055676066532,0.044283441793203114
training,3456,APD,market_only,naive,false,false,196,0.0,0.0,0.6896005297228557,0.1734499945823585,0.12559318926160534,0.07507817213434811,0.03554463480639684,10.092791082549924,6.845048350566654,1.4006637967303872,1.4696177987359353,0.02382647056036938,0.02382647056036938,0.11721123949402854,0.0,0.0,0.005694143167028201,0.03270950462614551
