window,seed,rep,enabled,jump_active,forced_fraction,abs_acf_mae25,abs_acf_mae60,variance_ratio_observed
training,3456,81,false,false,0.0,0.24107490596479908,0.1502112664048009,0.9186995640143701
training,3456,82,false,false,0.0,0.24555707626584652,0.15494397075714622,0.920646814637732
training,3456,83,false,false,0.0,0.2292706432923035,0.14787967618914852,0.977095087312177
training,3456,84,false,false,0.0,0.23422124978472958,0.14770892529545032,0.9225479359620536
training,3456,85,false,false,0.0,0.21375567436872384,0.14282382111326017,1.2782464478095683
training,3456,86,false,false,0.0,0.22011317906960964,0.14349565210936097,1.0543697311118287
training,3456,87,false,false,0.0,0.23901661386707032,0.1504012865710334,1.0280379810375604
training,3456,88,false,false,0.0,0.22233893029638144,0.14032479107582274,1.1305804107124677
training,3456,89,false,false,0.0,0.23728662755166863,0.15061963449046328,1.0236959517867086
training,3456,90,false,false,0.0,0.23746824971925587,0.152618176107479,0.976496566265873
training,3456,91,false,false,0.0,0.23661257543880818,0.1518278059017388,0.9147113373525881
training,3456,92,false,false,0.0,0.2381700247249988,0.14572510417336446,1.0576577331701702
training,3456,93,false,false,0.0,0.23640309389077474,0.1515783340662745,1.1036417119588415
training,3456,94,false,false,0.0,0.2432831400338142,0.156029230853748,0.9494181456292428
training,3456,95,false,false,0.0,0.2456956382829377,0.1573861464148391,0.9910775094498694
training,3456,96,false,false,0.0,0.2332499763673512,0.14621107828734256,1.0718212957356676
training,3456,97,false,false,0.0,0.23048336372189035,0.1411594117006443,1.0481502361582609
training,3456,98,false,false,0.0,0.23067183151279003,0.1471599267473554,0.9781461544282611
training,3456,99,false,false,0.0,0.23064271949426918,0.1453553149075568,0.8727122255129002
training,3456,100,false,false,0.0,0.23981413573661958,0.14761532679537812,1.0507299620721802
training,3456,101,false,false,0.0,0.2299111743894599,0.1443520639448751,1.0065450558070022
training,3456,102,false,false,0.0,0.23877449150128657,0.1501343962751939,1.1350118007592027
training,3456,103,false,false,0.0,0.24057753066739576,0.15003483433237189,0.9390276440118875
training,3456,104,false,false,0.0,0.22708106726706767,0.13754198487430525,1.294935619120428
training,3456,105,false,false,0.0,0.24039863146953372,0.1450980274006298,1.1280120570751706
training,3456,106,false,false,0.0,0.2403077176192349,0.14721939675327678,1.0376013432152138
training,3456,107,false,false,0.0,0.241740132543031,0.1499227876530192,0.9723214653816458
training,3456,108,false,false,0.0,0.2384964219514547,0.15244578493212638,1.0111899712525854
training,3456,109,false,false,0.0,0.2313592660241969,0.14988053109787414,1.066306375086078
training,3456,110,false,false,0.0,0.23952797001393666,0.15254654080676822,0.9966747985791151
training,3456,111,false,false,0.0,0.22379926988240256,0.14734840973801153,1.2052044129324433
training,3456,112,false,false,0.0,0.23203850601636183,0.1499553308566855,0.9130174960902955
training,3456,113,false,false,0.0,0.2355225668847819,0.14799011130346537,1.0812458512020162
training,3456,114,false,false,0.0,0.22527159489902085,0.14059067916205847,1.132360223695104
training,3456,115,false,false,0.0,0.22746787515572367,0.15020198107175545,1.1171040862944681
training,3456,116,false,false,0.0,0.23258944098476986,0.14359787733307308,0.9962426704531455
training,3456,117,false,false,0.0,0.2281631683104542,0.14284744830922064,1.333468860904859
training,3456,118,false,false,0.0,0.23466992283172444,0.14854391164706512,0.9539143286359494
training,3456,119,false,false,0.0,0.23745162410935045,0.1435935722197129,1.1285407430342462
training,3456,120,false,false,0.0,0.23488287283913445,0.14834047655252897,1.0166120399568952
training,3456,121,false,false,0.0,0.23497373935565843,0.1408421934787086,1.1433071567936544
training,3456,122,false,false,0.0,0.23745849453080184,0.14805824686477526,1.1511226364102074
training,3456,123,false,false,0.0,0.23161493036986183,0.15012326667237638,1.1308835346837254
training,3456,124,false,false,0.0,0.24033785531756188,0.15233982409961808,1.1232651739840702
training,3456,125,false,false,0.0,0.23524712605300924,0.14319540470544012,0.8852499352413149
training,3456,126,false,false,0.0,0.23517313823830105,0.14689122254627368,1.0239329228808098
training,3456,127,false,false,0.0,0.22806736141775052,0.1393879155680526,0.9902332171242456
training,3456,128,false,false,0.0,0.23333072857479792,0.14191745459622548,1.100518490782384
training,3456,129,false,false,0.0,0.24197040943498913,0.15254591432480585,1.1918684083052509
training,3456,130,false,false,0.0,0.23082671622287732,0.1417151325547566,1.094794622969905
training,3456,131,false,false,0.0,0.24187502389945156,0.14972121837338198,1.0813201031751805
training,3456,132,false,false,0.0,0.23679376617030973,0.15003444798474155,1.0700259621508779
training,3456,133,false,false,0.0,0.23294283807402713,0.14667906365497138,1.1603393545667573
training,3456,134,false,false,0.0,0.22901332630690732,0.1481961262027737,0.9654477479949694
training,3456,135,false,false,0.0,0.22732203234320644,0.14248157489269106,1.0981305597856663
training,3456,136,false,false,0.0,0.24322045182120494,0.1501137439292428,1.0174582097411162
training,3456,137,false,false,0.0,0.23082607208161765,0.14346411630547407,0.944901509890222
training,3456,138,false,false,0.0,0.2357128386241948,0.14635953257736034,1.0582415830714935
training,3456,139,false,false,0.0,0.2329090757761016,0.14994009218429805,0.9173983588213184
training,3456,140,false,false,0.0,0.24373774451878988,0.1493873111071496,0.9315463919177527
training,3456,141,false,false,0.0,0.2366947229846628,0.15757958117458631,0.9750953386683762
training,3456,142,false,false,0.0,0.24689124337896193,0.15241835152715172,1.237366717751852
training,3456,143,false,false,0.0,0.24305929975624221,0.1493774108073488,1.127782808323431
training,3456,144,false,false,0.0,0.21865902645672844,0.13101301504773055,0.9778049251721566
training,3456,145,false,false,0.0,0.24173037923145738,0.15176543441532128,1.0963102954403603
training,3456,146,false,false,0.0,0.24767878315805422,0.15011464662589408,0.9161514545696474
training,3456,147,false,false,0.0,0.22600630695680338,0.14476970880829101,0.9415775461704837
training,3456,148,false,false,0.0,0.22936649181479318,0.1484857701921294,1.097625404118553
training,3456,149,false,false,0.0,0.23169268575752974,0.1454394843948214,1.1971050104654755
training,3456,150,false,false,0.0,0.23317540322347108,0.14571142606428492,0.9039808851417939
training,3456,151,false,false,0.0,0.23857219214151038,0.15189454598110874,1.1130484787579753
training,3456,152,false,false,0.0,0.23982684842993024,0.15129219432325938,1.0749931073593193
training,3456,153,false,false,0.0,0.2314822250863907,0.15151088947822705,1.0716024113501645
training,3456,154,false,false,0.0,0.24654830020014218,0.15127220134202782,1.0082173915934343
training,3456,155,false,false,0.0,0.23616351557484358,0.14896635829217014,0.9700471458239471
training,3456,156,false,false,0.0,0.24086204187401575,0.14632009740036117,0.9210936662722036
training,3456,157,false,false,0.0,0.23498811908851105,0.1435847516150923,1.2700084989159315
training,3456,158,false,false,0.0,0.22664440232839658,0.136189925044898,0.9976324786969483
training,3456,159,false,false,0.0,0.23052473797430723,0.14974742515062892,1.0322560876282616
training,3456,160,false,false,0.0,0.2365021327189908,0.14787855518959608,1.1619186570251387
training,3456,161,false,false,0.0,0.22636201737629336,0.14267892486768094,0.98038379881812
training,3456,162,false,false,0.0,0.24343980184681754,0.1530561694233693,1.1264741580247726
training,3456,163,false,false,0.0,0.2446504506868616,0.14903369086245974,0.9337337462123283
training,3456,164,false,false,0.0,0.2356978904514998,0.14691896047136244,1.0453867136355937
training,3456,165,false,false,0.0,0.22760101500908056,0.1495239271196133,1.0538113876422854
training,3456,166,false,false,0.0,0.24022219574229975,0.1484897773843795,1.0173085139582883
training,3456,167,false,false,0.0,0.22595709802026104,0.14937616588612282,1.172088053699083
training,3456,168,false,false,0.0,0.22884466828273517,0.14505574675119437,0.9713334331258707
training,3456,169,false,false,0.0,0.23354883918202363,0.15379040433292918,1.2060230758340007
training,3456,170,false,false,0.0,0.24147719112518845,0.15052425317063095,1.0070671159346734
training,3456,171,false,false,0.0,0.24018749892881408,0.15095964769765766,1.280923626121025
training,3456,172,false,false,0.0,0.2309254118732163,0.14672803720044983,1.1901290000906373
training,3456,173,false,false,0.0,0.22895401719542705,0.14316608574046905,1.01614662906308
training,3456,174,false,false,0.0,0.22474408236327525,0.14830010335133256,1.0038506868493273
training,3456,175,false,false,0.0,0.24411088321416863,0.15347503722526037,1.1110776523381958
training,3456,176,false,false,0.0,0.23641259591683605,0.1512822372107019,1.0106741976834608
training,3456,177,false,false,0.0,0.23426533781032732,0.14815222726035854,0.9291807405995984
training,3456,178,false,false,0.0,0.23787093354851432,0.1485856231362491,1.039508330425545
training,3456,179,false,false,0.0,0.2453124207795804,0.1537443148632778,0.9491608442784496
training,3456,180,false,false,0.0,0.24253529598710238,0.1513582851018544,1.0320510196076185
training,3456,181,false,false,0.0,0.24336956248874259,0.15084619590327597,0.9401736427280436
training,3456,182,false,false,0.0,0.2369996042267198,0.147943864518698,1.0050879529871215
training,3456,183,false,false,0.0,0.23353659126470874,0.15008291054052236,1.138178071549581
training,3456,184,false,false,0.0,0.2327127373963161,0.1453118602053343,0.9912315730605386
training,3456,185,false,false,0.0,0.23756572203000467,0.1494466655915705,0.928570030988195
training,3456,186,false,false,0.0,0.23375793692058025,0.14955174089261616,1.082101487986417
training,3456,187,false,false,0.0,0.23712341642241555,0.14530871852689833,1.322448615252945
training,3456,188,false,false,0.0,0.23322580852919328,0.15012829241241668,0.9929285410359472
training,3456,189,false,false,0.0,0.23436910142585404,0.1489884234758584,0.9720683841476472
training,3456,190,false,false,0.0,0.24239612643791325,0.14878248338762898,0.9731329255016181
training,3456,191,false,false,0.0,0.2389761381115801,0.14896025460100717,1.1663654339492682
training,3456,192,false,false,0.0,0.2393004770957014,0.14979630240133632,0.9661684640890018
training,3456,193,false,false,0.0,0.23034955237847624,0.14412179615131177,0.970687717095613
training,3456,194,false,false,0.0,0.24675714622570602,0.152735579823213,0.9918339119237953
training,3456,195,false,false,0.0,0.24212132635951325,0.15015236457235254,0.9818531317979777
training,3456,196,false,false,0.0,0.22648708112724908,0.14509814752960348,1.178636916486566
training,3456,197,false,false,0.0,0.22917907451126815,0.14132890101965895,1.0992112856935474
training,3456,198,false,false,0.0,0.23949928180103183,0.1505646695967712,0.9243784474138375
training,3456,199,false,false,0.0,0.23659440102521834,0.14951433699203787,0.9796022518711844
training,3456,200,false,false,0.0,0.2357641439324933,0.14547103501826827,0.9390486008723484
training,3456,201,false,false,0.0,0.2465688761216206,0.14835022651794055,0.9854103544328585
training,3456,202,false,false,0.0,0.23496801366621115,0.14528954728107044,1.0562857383838178
training,3456,203,false,false,0.0,0.2256893182040295,0.14338983753948698,0.9684948348597319
training,3456,204,false,false,0.0,0.23870580212152237,0.15365234574305328,1.0944805746563748
training,3456,205,false,false,0.0,0.23293940217774778,0.14968687859998697,1.0354329961182371
training,3456,206,false,false,0.0,0.22944330659751977,0.14391201014988003,1.0780227629217032
training,3456,207,false,false,0.0,0.2245729148158373,0.14190008522669328,1.069289860782553
training,3456,208,false,false,0.0,0.22475974044086208,0.14356300158910532,0.9483757888338821
training,3456,209,false,false,0.0,0.24469272389704386,0.1562311383001651,1.0692416396932372
training,3456,210,false,false,0.0,0.2381985440887587,0.14389131632556443,0.9275921123640942
training,3456,211,false,false,0.0,0.2326917120261419,0.14657516574614285,1.0697165834689322
training,3456,212,false,false,0.0,0.2284586191991251,0.14373224939649515,1.224331399247167
training,3456,213,false,false,0.0,0.23999500176912975,0.1495216643826337,1.1034394644419896
training,3456,214,false,false,0.0,0.23063127247515755,0.14579659694227232,0.9430354143414974
training,3456,215,false,false,0.0,0.2361552663743008,0.14797075067395082,0.9721631627642316
training,3456,216,false,false,0.0,0.2398629461822458,0.15361248010414483,1.0278096869453168
training,3456,217,false,false,0.0,0.2382235243619932,0.14945935278767988,1.0806006935912615
training,3456,218,false,false,0.0,0.2327264118187206,0.15342895916211863,1.029048183397231
training,3456,219,false,false,0.0,0.23919661836583545,0.14655436479242442,0.9650542071322008
training,3456,220,false,false,0.0,0.2336723888017944,0.14933640712469823,0.9931812691772036
training,3456,221,false,false,0.0,0.23998566233712734,0.14366448227465048,1.1953622657786604
training,3456,222,false,false,0.0,0.2440867610843304,0.15216448707729838,1.0458713762467107
training,3456,223,false,false,0.0,0.23155838041230936,0.14637528537091246,1.0127880581084796
training,3456,224,false,false,0.0,0.24280737974809083,0.1486505279146669,1.0027324712618537
training,3456,225,false,false,0.0,0.23190769998431296,0.13940312858212633,1.023967535647991
training,3456,226,false,false,0.0,0.2267988291785685,0.13720424839768378,1.149772308084207
training,3456,227,false,false,0.0,0.23881493828180944,0.1489157761784055,1.04375978089211
training,3456,228,false,false,0.0,0.2422071869584351,0.1512194143186993,1.0296665981220774
training,3456,229,false,false,0.0,0.24121132475211002,0.1491053356991074,1.0261095801334128
training,3456,230,false,false,0.0,0.2396622043891203,0.14859676603052682,0.9114585504731093
training,3456,231,false,false,0.0,0.223924735173469,0.14381030998445843,1.0305595956198466
training,3456,232,false,false,0.0,0.24417685025539576,0.14780695017351728,0.9504471768758869
training,3456,233,false,false,0.0,0.2312631894106108,0.14620808204785926,0.8866575250608159
training,3456,234,false,false,0.0,0.2395396801711478,0.14874561068756828,1.1813412412610047
training,3456,235,false,false,0.0,0.23940534006318656,0.14591726437561295,1.1368732145597358
training,3456,236,false,false,0.0,0.23905577695692407,0.1468635763957202,0.9591474037921592
training,3456,237,false,false,0.0,0.2304252936501742,0.15000452239785073,0.8753032533184608
training,3456,238,false,false,0.0,0.22756384821501605,0.1390001715492756,0.9544492212549817
training,3456,239,false,false,0.0,0.2408238269917276,0.15131827042316373,1.0503614491341315
training,3456,240,false,false,0.0,0.2412698798045988,0.14915414601850538,0.8723635813837451
training,3456,241,false,false,0.0,0.2245314577831326,0.13780309196963186,1.2442966238730022
training,3456,242,false,false,0.0,0.23541148563922817,0.14662369340500922,1.069078107509257
training,3456,243,false,false,0.0,0.23436605662745305,0.14383032427568487,1.0735464905835197
training,3456,244,false,false,0.0,0.23737344864412246,0.1481719694755811,0.9765974396000284
training,3456,245,false,false,0.0,0.24522240471425452,0.15453103042354815,1.1600669448686605
training,3456,246,false,false,0.0,0.23292406651894357,0.1455301674447021,1.0622699294206681
training,3456,247,false,false,0.0,0.23831513648695388,0.14631584534985748,1.022058593795864
training,3456,248,false,false,0.0,0.23913477529313962,0.14225463650482292,1.0662967750353307
training,3456,249,false,false,0.0,0.2501575802929718,0.15117408694670678,1.0257448235225768
training,3456,250,false,false,0.0,0.2437370922384374,0.1538042673095842,1.0309155074483822
training,3456,1,true,false,0.0,0.22819285198383518,0.14184786378697922,0.8496218819298744
training,3456,2,true,false,0.0,0.2332740327845308,0.1465256093367405,1.0141587771305511
training,3456,3,true,false,0.0,0.21859991076430585,0.13829813682671965,1.0170661022088876
training,3456,4,true,false,0.0,0.23130163507401377,0.14912872463958696,1.034046391739984
training,3456,5,true,true,0.035430224150397684,0.13662398705841003,0.07185280583908289,1.3101193647276297
training,3456,6,true,false,0.0,0.23370691184860617,0.14741518212342056,0.9499672155753615
training,3456,7,true,false,0.0,0.2481151559005091,0.15515115753295883,1.042896909559516
training,3456,8,true,false,0.0,0.22324650069059054,0.1500589636689921,1.0403879715474895
training,3456,9,true,false,0.0,0.24249537212785166,0.15424041095915547,0.9492296028183626
training,3456,10,true,false,0.0,0.23370803839135734,0.14661350587356992,1.0676703398572411
training,3456,11,true,true,0.03651482284887925,0.11751163912135368,0.060962813254301494,1.2348894760912092
training,3456,12,true,false,0.0,0.23993640511043815,0.15013366120591803,0.9979192385641316
training,3456,13,true,false,0.0,0.24824575890604922,0.15213354109573857,1.0721346157956215
training,3456,14,true,false,0.0,0.21631134876602853,0.13357171902747098,1.2106280570689611
training,3456,15,true,false,0.0,0.2348377206291992,0.1463297042428634,0.9995402830606742
training,3456,16,true,false,0.0,0.2307686537613697,0.14558174481598699,0.9980650081619069
training,3456,17,true,false,0.0,0.24481318668484708,0.14978401986657838,1.060747220933761
training,3456,18,true,true,0.035430224150397684,0.1427249832873806,0.07415963383806297,1.3090609185231044
training,3456,19,true,false,0.0,0.23567000492999995,0.14682502500868058,0.9031962663397254
training,3456,20,true,false,0.0,0.24039105618178572,0.14545858600021752,1.1603769424926338
training,3456,21,true,false,0.0,0.23365124224840048,0.15174597634467865,0.9624127717591061
training,3456,22,true,false,0.0,0.23216616759581918,0.14453297767982445,0.9929435587553999
training,3456,23,true,false,0.0,0.22734300749275463,0.14849700955535342,1.087510060868651
training,3456,24,true,false,0.0,0.2453142431262933,0.15032986996903738,1.0195303057694303
training,3456,25,true,false,0.0,0.23521421839495169,0.14428354539105911,0.9771203876490031
training,3456,26,true,false,0.0,0.22749910999563944,0.1518633632423663,1.0400009131619654
training,3456,27,true,false,0.0,0.24387031741522402,0.1495820385501318,1.0891362161939218
training,3456,28,true,false,0.0,0.23735781807707518,0.14761400739568942,1.006413881810929
training,3456,29,true,true,0.03036876355748373,0.1340763919089889,0.080809908621115,1.2934555748680614
training,3456,30,true,false,0.0,0.2381587707663383,0.14744681165127388,1.1730814928659477
training,3456,31,true,true,0.03398409255242227,0.14302866453547008,0.08135043294764283,1.2502159830205304
training,3456,32,true,false,0.0,0.22992472620144022,0.1460064844960311,1.0912523376170264
training,3456,33,true,false,0.0,0.23552797946226328,0.14712302346304426,0.9860136393271477
training,3456,34,true,false,0.0,0.23995411141684045,0.15089662585411612,0.9754697551820888
training,3456,35,true,true,0.0368763557483731,0.17118106348836362,0.09576370852058755,1.4361777437385792
training,3456,36,true,false,0.0,0.2352086347341562,0.15064833209734527,1.0233225873780538
training,3456,37,true,true,0.028199566160520606,0.1390732890533571,0.07384619924590521,1.3395473769585289
training,3456,38,true,false,0.0,0.23540220002658147,0.14772256480271898,1.1302920938878809
training,3456,39,true,true,0.03470715835140998,0.11723574100224395,0.05823439641668008,1.1892994723612405
training,3456,40,true,false,0.0,0.23455115092943132,0.15045214627565898,0.9809561760902934
training,3456,41,true,false,0.0,0.22764600267070872,0.14179934626464252,0.9732522571701253
training,3456,42,true,false,0.0,0.23082260995376608,0.14569614967131797,1.0174971168850289
training,3456,43,true,false,0.0,0.23732793126372886,0.14755559255993597,1.0556284295421874
training,3456,44,true,true,0.03398409255242227,0.1507689371155646,0.08602814687526163,1.2784513009101173
training,3456,45,true,false,0.0,0.24116636739294914,0.15458088066478068,0.9240131016234098
training,3456,46,true,true,0.07158351409978309,0.07830528325013301,0.04849182808579044,1.5226833900039438
training,3456,47,true,false,0.0,0.2381163780068125,0.1531870820668591,0.8728014082875541
training,3456,48,true,false,0.0,0.23496614494284698,0.15207202984049797,0.9859028895161683
training,3456,49,true,false,0.0,0.2298436118005499,0.14468402299733987,1.0959661223678514
training,3456,50,true,false,0.0,0.22399897682520528,0.14671601604306417,1.1724009005092884
training,3456,51,true,false,0.0,0.2284546399781114,0.14331022957604092,1.1268915096055272
training,3456,52,true,false,0.0,0.23660670721676072,0.1418266942809781,0.8946961181011913
training,3456,53,true,false,0.0,0.22855675680562876,0.14713807460058603,0.903407719200704
training,3456,54,true,false,0.0,0.24061585777943367,0.15406242973484843,0.9588111697364973
training,3456,55,true,true,0.07194504699927694,0.08034461976797688,0.046361422687442956,1.5570032381912573
training,3456,56,true,false,0.0,0.2228957307759128,0.1469779466077157,1.0480822345141967
training,3456,57,true,false,0.0,0.2375551290241653,0.1500690756763779,0.8814030861830227
training,3456,58,true,false,0.0,0.23426905253559624,0.146722404770265,1.0489833715338865
training,3456,59,true,true,0.03036876355748373,0.1482910459721819,0.08417357937722929,1.3551668468646074
training,3456,60,true,false,0.0,0.22006994731388546,0.13964233943140886,1.0404310296801924
training,3456,61,true,false,0.0,0.23065276807596194,0.14424214982639988,0.937820684230447
training,3456,62,true,false,0.0,0.23340325758650363,0.14791850770803278,1.0783299378423579
training,3456,63,true,false,0.0,0.2334743881404027,0.1460401803011258,0.9486822448802356
training,3456,64,true,true,0.03181489515545915,0.1406797646759783,0.0797128334845841,1.2094311265997932
training,3456,65,true,false,0.0,0.25042418286456897,0.15130050613458373,1.0511556374796553
training,3456,66,true,true,0.036153289949385395,0.11255797690819838,0.05942402677478888,1.2565940926208887
training,3456,67,true,true,0.03109182935647144,0.09061220436187872,0.0489984116870397,1.1518103626885539
training,3456,68,true,false,0.0,0.22372534284657639,0.13551831060780647,0.888195738514513
training,3456,69,true,false,0.0,0.2438429433751727,0.1490763813177708,0.8604844504228759
training,3456,70,true,false,0.0,0.23825779373990838,0.15227171557622013,1.131629461287667
training,3456,71,true,true,0.03109182935647144,0.13079973446919546,0.07735660533833319,1.2680838407736554
training,3456,72,true,false,0.0,0.2401898285132864,0.1478507578932961,1.0126374573942323
training,3456,73,true,false,0.0,0.24136801830732604,0.15335708197159656,1.0880269041519492
training,3456,74,true,false,0.0,0.2392906422668518,0.1487857298513448,1.0369948065328027
training,3456,75,true,false,0.0,0.23404345612658023,0.150819827311321,1.0823579105204895
training,3456,76,true,false,0.0,0.23315246442150747,0.14634641372867535,0.9435535248229926
training,3456,77,true,true,0.03181489515545915,0.14075232466425333,0.07908177001847391,1.1702237876025383
training,3456,78,true,false,0.0,0.23703841440692436,0.14945554104176242,1.0884792886878458
training,3456,79,true,true,0.03434562545191613,0.12334810077661384,0.0657373070822099,1.0000495474835953
training,3456,80,true,false,0.0,0.23055285852665391,0.14589581119703,1.0322870972821616
training,3456,81,true,false,0.0,0.23174795945458576,0.14236215150777015,1.3149668611310679
training,3456,82,true,false,0.0,0.22956858578754166,0.14860401897769268,1.173332201122808
training,3456,83,true,false,0.0,0.24465236620268446,0.1495438394371239,0.8522243216199237
training,3456,84,true,false,0.0,0.23420536252294943,0.14659499122065892,0.9944272389636064
training,3456,85,true,false,0.0,0.2369664098449559,0.1459663349481968,1.0699214601993003
training,3456,86,true,false,0.0,0.24384126196046374,0.1475081768418423,1.036599419446013
training,3456,87,true,false,0.0,0.24205243631912196,0.15200757101233958,1.1701494460584076
training,3456,88,true,true,0.027838033261026754,0.1460794993744089,0.08692125094918426,1.1943843444338653
training,3456,89,true,false,0.0,0.2248035787929496,0.14385479557422134,1.0004132697122115
training,3456,90,true,true,0.03109182935647144,0.13757922045259968,0.0772514926895946,1.1520793542274665
training,3456,91,true,false,0.0,0.2401088968396981,0.15455263161601016,1.0154780543501079
training,3456,92,true,false,0.0,0.24299347164169355,0.14928226671819475,0.9035462915286651
training,3456,93,true,false,0.0,0.2270698925583327,0.13445237261014986,1.1021936033586714
training,3456,94,true,true,0.032176428054953,0.11749201649624606,0.06375762247137419,1.1122504671279816
training,3456,95,true,false,0.0,0.2372681483941512,0.1508687327725921,1.0200132562775737
training,3456,96,true,true,0.027114967462039046,0.14865597365428126,0.08431535718208237,1.1718188363253423
training,3456,97,true,false,0.0,0.23583894214345535,0.14893386181899965,0.863227703623194
training,3456,98,true,false,0.0,0.23873194255637226,0.15080018128399694,1.1143412180969177
training,3456,99,true,false,0.0,0.22962075592804246,0.14309473784031537,1.0483573076052128
training,3456,100,true,false,0.0,0.23987793878470348,0.14662377004020222,1.04298337045874
training,3456,101,true,false,0.0,0.23667378097632175,0.14374821444215863,1.0288811960641189
training,3456,102,true,false,0.0,0.23578176631582026,0.15339376153745507,0.9342233448787399
training,3456,103,true,false,0.0,0.2534433185990848,0.15578423417253826,1.0322417522039569
training,3456,104,true,false,0.0,0.24406350574667365,0.1482817705957547,1.1632363005231567
training,3456,105,true,true,0.038684020245842374,0.12725864144058793,0.06539682409276688,1.3318588284071449
training,3456,106,true,false,0.0,0.22307107828402323,0.1415985312143016,1.053031190576451
training,3456,107,true,true,0.07519884309472162,0.06700824737723017,0.04579729753859456,1.543781508786229
training,3456,108,true,false,0.0,0.2466287240498821,0.15134833249036994,0.9900072231834697
training,3456,109,true,false,0.0,0.23649363272904467,0.14959553573884105,1.0526241918487886
training,3456,110,true,false,0.0,0.24112732045353436,0.1511264041674773,0.9840889558460335
training,3456,111,true,true,0.03253796095444685,0.12168274338805155,0.06545602292140679,1.2687871286646009
training,3456,112,true,false,0.0,0.22715917076073397,0.14580761587170624,1.1413853235902336
training,3456,113,true,true,0.13593637020968907,0.05507127870887446,0.050938963694926204,2.019059077682451
training,3456,114,true,false,0.0,0.23819665688895791,0.15334100428026398,0.843722452192824
training,3456,115,true,false,0.0,0.24209491656012927,0.147404278650634,1.2223473187357798
training,3456,116,true,true,0.06941431670281996,0.058705364790139575,0.044474180047535325,1.2912434905151247
training,3456,117,true,false,0.0,0.22191622505100522,0.13983398109435685,1.1101254156922298
training,3456,118,true,false,0.0,0.24033056130546013,0.15328963102404145,1.0553342411991098
training,3456,119,true,false,0.0,0.23888403616152062,0.1509854837871788,0.9453297985127485
training,3456,120,true,false,0.0,0.23661010486943757,0.1461945491235202,0.8285107238585192
training,3456,121,true,false,0.0,0.24151537874805146,0.14806560415252587,1.2373706449104998
training,3456,122,true,false,0.0,0.22601704343597354,0.14391655733460781,1.0800638782316472
training,3456,123,true,false,0.0,0.2175492584740951,0.14806677561723977,1.0906779924513172
training,3456,124,true,false,0.0,0.22124505956728946,0.1490067653831227,1.1694881803008086
training,3456,125,true,false,0.0,0.22754533455656634,0.1456700929999091,1.003173801709621
training,3456,126,true,true,0.03470715835140998,0.12909112626977765,0.07541078167223737,1.2511597853105456
training,3456,127,true,false,0.0,0.23348137827891663,0.14527000303993887,1.0292375298526348
training,3456,128,true,false,0.0,0.2326741427969527,0.1539619812052299,1.092927743470825
training,3456,129,true,false,0.0,0.2414374700829045,0.15032527600811926,0.8706578017873582
training,3456,130,true,false,0.0,0.23818444147847978,0.14859169767375688,1.2015933142875324
training,3456,131,true,false,0.0,0.23608302255379154,0.1478227232772554,1.249390172494105
training,3456,132,true,true,0.033261026753434564,0.14072292449511337,0.07503564270052226,1.1847003197613453
training,3456,133,true,false,0.0,0.24189772116652708,0.15188726171975636,1.0108285384532671
training,3456,134,true,true,0.03109182935647144,0.12221660986975863,0.06734956939341273,1.3195446597878597
training,3456,135,true,false,0.0,0.244306333058788,0.150968280604525,0.9911317689475084
training,3456,136,true,true,0.03036876355748373,0.16043381263086015,0.10212128838491542,1.6798747154868237
training,3456,137,true,true,0.03289949385394071,0.1402987940345336,0.0759936065059799,1.3035937268284128
training,3456,138,true,true,0.03759942154736081,0.08944377092249693,0.049612324907850176,1.1973119185857206
training,3456,139,true,false,0.0,0.2389267492286008,0.1484180178114053,0.9201996726651593
training,3456,140,true,false,0.0,0.23832359252325386,0.14747083465235677,1.0768331680471854
training,3456,141,true,false,0.0,0.23014775021676137,0.14827463760850731,1.0898991039490493
training,3456,142,true,false,0.0,0.21510005877401728,0.13018341849808399,1.0204213695874595
training,3456,143,true,false,0.0,0.23157627881243134,0.14070383158650315,1.0270885480038365
training,3456,144,true,false,0.0,0.230369554125373,0.14604731394217532,0.8761451057720049
training,3456,145,true,false,0.0,0.23403340815539506,0.15189044882228567,1.0504935144433691
training,3456,146,true,true,0.03036876355748373,0.1501195707342462,0.08433911361156174,1.340390179276316
training,3456,147,true,false,0.0,0.22913803865243168,0.14466198411253745,1.2322990969707133
training,3456,148,true,true,0.0021691973969631237,0.2251488616783,0.14970987974561306,0.9532268292254705
training,3456,149,true,false,0.0,0.23161389759969975,0.14777563532556834,1.0831480793705055
training,3456,150,true,false,0.0,0.23788447507782945,0.15148882176105669,0.8928822481928042
training,3456,151,true,true,0.030730296456977585,0.15220114837274942,0.08282654105697537,1.1820978060656158
training,3456,152,true,false,0.0,0.24001774920024133,0.15021206423833475,1.098900961401984
training,3456,153,true,false,0.0,0.2420278751756516,0.14459402563412976,0.9780448645846153
training,3456,154,true,false,0.0,0.24013647137625527,0.14801952595669002,0.9639669733111992
training,3456,155,true,false,0.0,0.2322575949549335,0.14415800638090942,0.994522173286439
training,3456,156,true,false,0.0,0.23648853690610067,0.14884789728595854,0.7914784429167435
training,3456,157,true,false,0.0,0.23252383946552893,0.1449586550859848,1.1049665035351592
training,3456,158,true,false,0.0,0.23201359427376,0.15170640158973267,0.9810247208348408
training,3456,159,true,false,0.0,0.24247384151586027,0.1512609705959666,0.887733847306868
