window,seed,rep,scenario,method,n_assets,ks_pass,ad_pass,w1,w1_standardized,abs_acf_mae25,abs_acf_mae60,raw_acf_mae25,kurtosis,kurtosis_abs_error,variance_ratio_generator,variance_ratio_observed,beta_abs_error,beta_effective_abs_error,r2_abs_error,clipped,tracker,var99_rate,var95_rate
training,1234,41,off,hybrid,423,0.7872340425531925,0.702127659574469,0.2925727960215818,0.05771665793770484,0.13619297602639627,0.09570683860854888,0.03196852799572764,14.374216503587723,24.738739041195174,1.0003023644421747,1.0611531468738327,0.023712844391420938,0.023712844391420938,0.036662292817876384,0.0,0.004728132387706856,0.007834067510072491,0.046915517539046374
training,1234,41,market_only,naive,423,0.04491725768321514,0.026004728132387706,0.8147944312703537,0.16737060465900708,0.1201310357429858,0.08303507604773633,0.03295050906144224,14.42666619954415,24.592464623202822,1.3918727384531993,1.468753903269748,0.02514777417180548,0.02514777417180548,0.06065347738175786,0.0,0.0,0.005168296556121359,0.0327653078841522
training,1234,41,market_only,hybrid,423,0.8108747044917268,0.7092198581560293,0.2909404846294583,0.05711558131329011,0.10736949768973496,0.07398250200946743,0.03384787184412228,13.242811560657689,25.356269418010296,1.001923909760033,1.062859304538053,0.019747732477244578,0.019703505744162426,0.062008524653139344,0.002364066193853428,0.004728132387706856,0.007563986195084171,0.04785738339068284
training,1234,41,market_and_assets,naive,423,0.04018912529550828,0.026004728132387706,0.8850254356604744,0.18130518725989153,0.10687272395177162,0.07468499402366971,0.033252104647618116,13.160177473180392,25.637116423046574,1.3769273076807644,1.513017102234554,0.02679988516474848,0.02679988516474848,0.06800931195633923,0.0,0.0,0.005003341828929128,0.031361910671459735
training,1234,41,market_and_assets,hybrid,423,0.6595744680851072,0.5531914893617028,0.36295519470758897,0.07148249610356876,0.09751824474985119,0.06787673958372589,0.03396639193696171,12.173046347859179,26.27114752305903,1.0008764824367358,1.1066824328887805,0.02140778634627748,0.02140778634627748,0.05454066734877807,0.0,0.004728132387706856,0.00723065798987708,0.04559587972150857
training,1234,42,off,naive,423,0.06619385342789602,0.028368794326241134,0.7394190277270377,0.1513919612310905,0.13636745894832433,0.09516851178618438,0.03140776854928961,12.893691073767558,24.432001939727133,1.3309374730610661,1.4008301507672927,0.02732807656036991,0.02732807656036991,0.09029071871056696,0.0,0.0,0.005767432637788479,0.033319145517419366
training,1234,42,off,hybrid,423,0.7423167848699773,0.6453900709219866,0.30917535060734996,0.06075481506330027,0.1368846132396782,0.0953723185791176,0.03129325726681895,11.803271043699219,25.275836034967917,0.9991479211022773,1.0571094947921686,0.022283836754218266,0.022283836754218266,0.02797512166410038,0.0,0.004728132387706856,0.007675095596819874,0.04598134387676087
training,1234,42,market_only,naive,423,0.04728132387706857,0.030732860520094562,0.7274765264721946,0.14890507383494125,0.1354302034198617,0.09459456424057691,0.03133768031289608,13.07118020855126,24.424203606271693,1.3184215704669884,1.3881291463607932,0.025820714777617177,0.025820714777617177,0.0968387555578079,0.0,0.0,0.0065802406458704025,0.035529367924254186
training,1234,42,market_only,hybrid,423,0.6075650118203317,0.5508274231678494,0.316348877230189,0.06234011785887477,0.1355615632492204,0.09457948087708778,0.031217660355213856,11.996565777916274,25.24079311857668,0.9995938474688052,1.0577842782504654,0.021435095802147114,0.021435095802147114,0.02823723230751521,0.0,0.004728132387706856,0.009290455360515822,0.04796165529077331
training,1234,42,market_and_assets,naive,423,0.05200945626477543,0.030732860520094562,0.788446130726267,0.16212602027228784,0.12116499562808825,0.08557100021199711,0.03168594152366413,12.513398609481074,25.77767296480293,1.3036433259830345,1.4384014228417947,0.02875910463910479,0.02875910463910479,0.10497009632354422,0.0,0.0,0.006158024919274743,0.033953323795018524
training,1234,42,market_and_assets,hybrid,423,0.5035460992907808,0.40661938534279013,0.3770050782047448,0.07532714544136108,0.12254720293553216,0.08633379613294499,0.0315450287324775,11.40048869058817,26.41132777743983,0.9991962635496943,1.107129571724924,0.02406513630378268,0.02406513630378268,0.03761369103747148,0.0,0.004728132387706856,0.008526364551656469,0.04557365784116145
training,1234,43,off,naive,423,0.05910165484633573,0.035460992907801414,0.7567070580131278,0.15549392127764836,0.13442234261353245,0.09540472042499507,0.03153655478752208,13.027340882254991,24.310109660492362,1.3598668225064336,1.4225472873726597,0.025935542299949557,0.025935542299949557,0.0752731226109301,0.0,0.0,0.005345216911192819,0.03318752361074785
training,1234,43,off,hybrid,423,0.7848699763593391,0.718676122931443,0.2835804714171487,0.05577670900714486,0.13307509466048095,0.09550633625983845,0.03144181146174486,12.020445043309794,24.995320399494442,0.9995998176991578,1.050079590366537,0.020720068729068182,0.020720068729068182,0.03794855577311442,0.0,0.004728132387706856,0.007193051730828075,0.04720440198355921
training,1234,43,market_only,naive,423,0.12765957446808524,0.06619385342789602,0.6174349790012109,0.12662977314284787,0.13773363622757145,0.09602052216912092,0.03157211511802636,14.196797134869806,23.458206154804987,1.2808458145769739,1.341004537095362,0.02979411275044527,0.02979411275044527,0.117662039165449,0.0,0.0,0.006363149968632956,0.03620884465025324
training,1234,43,market_only,hybrid,423,0.8605200945626489,0.7919621749408994,0.2603983956835084,0.05145800324110583,0.13852945605151612,0.09648885546058839,0.031508340583342974,13.628860175794907,23.818628709494558,0.9989140806562943,1.0495044923726096,0.02527458714996076,0.02527458714996076,0.04974575632988971,0.0,0.004728132387706856,0.008226369166970079,0.04807191000480334
training,1234,43,market_and_assets,naive,423,0.10638297872340435,0.05200945626477543,0.6884440994755927,0.14225409519494317,0.11961909756410952,0.08466288562029392,0.032103936583883316,15.117819831659826,23.18835625339133,1.266920778294684,1.4140768537071091,0.03086466910808955,0.03086466910808955,0.1259154769757907,0.0,0.0,0.005728971691033811,0.034404598903606635
training,1234,43,market_and_assets,hybrid,423,0.7257683215130033,0.5910165484633577,0.32898924451244405,0.06663401614198056,0.12153146717101872,0.08575468902426965,0.031953958633068553,14.54661019322529,23.55131435324078,0.9996738163926112,1.1218480306854695,0.026670785439517373,0.026670785439517373,0.06420169136477617,0.0,0.004728132387706856,0.007463987733522048,0.04532408903110891
training,1234,44,off,naive,423,0.08274231678487004,0.054373522458628865,0.6459618470735645,0.13280445175882036,0.13604468862906405,0.09516458479181862,0.03264857362856271,15.627909597502482,23.79736237279248,1.2792931326036596,1.3485174848839359,0.02972473892709389,0.02972473892709389,0.11876183198034299,0.0,0.0,0.006683657858255171,0.03792249350010003
training,1234,44,off,hybrid,423,0.5602836879432631,0.5602836879432631,0.2975202082145414,0.059143408160733615,0.13594231748227412,0.09519150899013396,0.033102064296275595,14.751775010786444,24.274412075867513,0.9971347214000068,1.0558086038324697,0.02526557156186663,0.02526557156186663,0.050817844830735245,0.0,0.004728132387706856,0.009185328772719742,0.05030606366739652
training,1234,44,market_only,naive,423,0.04018912529550828,0.018912529550827423,0.885547394965984,0.182579617339859,0.11011959401557225,0.07645919950747898,0.03315804750705717,13.853009833247658,24.85736122068764,1.4388988379867778,1.5139920541171006,0.022584658130170705,0.022584658130170705,0.044796384645829655,0.0,0.0,0.005633246667999979,0.03089183243334716
training,1234,44,market_only,hybrid,423,0.7919621749408994,0.6997635933806156,0.29765111950757,0.05876383651508528,0.08694121603789152,0.06139888182432923,0.03445939396452452,12.740050260173666,25.430895874294777,1.0017907395388,1.0604565569223987,0.017141208856693915,0.016880748595307894,0.107344904524102,0.009456264775413711,0.004728132387706856,0.008140900396404164,0.046606120589597774
training,1234,44,market_and_assets,naive,423,0.04255319148936171,0.018912529550827423,0.9572068520613273,0.19730327840669215,0.09778909032837482,0.06891836842482726,0.03367510623400361,12.157734825024194,26.904889221245828,1.4198855307476563,1.562208082868763,0.025532801077730982,0.025532801077730982,0.05267250264685719,0.0,0.0,0.0052964997119702446,0.029513221164118836
training,1234,44,market_and_assets,hybrid,423,0.6359338061465729,0.5413711583924357,0.36691846381528,0.07308626170674662,0.07961276656823692,0.05700918853778162,0.034826791181027224,11.185680682284735,27.447303522821898,1.0006399380995297,1.107521125665556,0.01926763550154426,0.019173705931357525,0.09009742931137402,0.002364066193853428,0.004728132387706856,0.007732359673099042,0.04421897782769161
training,1234,45,off,naive,423,0.07801418439716318,0.028368794326241134,0.7478963944956565,0.153627542515075,0.13552479009688106,0.0947146897601638,0.03213575457726757,14.845412980663099,22.160879378732936,1.3508405126947138,1.4267679572862382,0.02647217992285739,0.02647217992285739,0.07927673676709163,0.0,0.0,0.005576837279426467,0.03264052347912598
training,1234,45,off,hybrid,423,0.822695035460994,0.7375886524822705,0.2876325879298247,0.05666966089487736,0.1346137849844114,0.09425973759823966,0.03232579306722236,13.795374084388893,23.02013718054478,0.999062497902423,1.0615784937947481,0.02133365493967392,0.02133365493967392,0.033114965158081835,0.0,0.004728132387706856,0.007409287720359856,0.04621638299581713
training,1234,45,market_only,naive,423,0.026004728132387706,0.016548463356973995,0.9962170659223718,0.2053014089932858,0.113819344614281,0.07815416249315982,0.031535742373317896,13.283892071968694,23.53460187868069,1.5187113676183082,1.6006145862768237,0.021998192130973992,0.021998192130973992,0.03793992656889416,0.0,0.0,0.004917873058363207,0.028947417902972422
training,1234,45,market_only,hybrid,423,0.7966903073286062,0.751773049645391,0.29976339973339144,0.05890789232943725,0.08826486196942623,0.06139202561201371,0.03193421738995073,12.296666137355125,24.425341375482077,1.0039080597892382,1.066241886896132,0.015937854340045982,0.015426557584620177,0.18351611878793095,0.02127659574468085,0.004728132387706856,0.007686206536993444,0.04707534414000475
training,1234,45,market_and_assets,naive,423,0.016548463356973995,0.014184397163120567,1.0522558742379062,0.21738049919816846,0.10226161841500653,0.07134549180428602,0.03198215705802913,13.422911356929967,24.69672389981286,1.4973229850936363,1.647110825467502,0.02287619283939395,0.02287619283939395,0.03941401531762864,0.0,0.0,0.0046725776868390065,0.027620087896083653
training,1234,45,market_and_assets,hybrid,423,0.702127659574469,0.6122931442080386,0.3560238653910264,0.07103818800596641,0.08238816528629529,0.058058540813436206,0.03221712336656744,12.452739394809512,25.53256837651187,1.0020630297099296,1.1109475456803328,0.01667840911585629,0.01616962286141503,0.1636471419079547,0.016548463356973995,0.004728132387706856,0.007279375189099647,0.04457623728865708
training,1234,46,off,naive,423,0.08037825059101661,0.035460992907801414,0.7173428326229365,0.14757624403788674,0.13585592363161372,0.09479574041810723,0.030438306902965326,14.240296044700083,23.661372551893045,1.3254896217697458,1.3981221217612112,0.02726565249713591,0.02726565249713591,0.09265221986284436,0.0,0.0,0.005905037358399609,0.034152466030437104
training,1234,46,off,hybrid,423,0.7470449172576842,0.6784869976359347,0.2907508777877323,0.05751935038512048,0.1361391649326014,0.09477630627423658,0.030226947972690876,13.168168718714483,24.403871423757867,1.001053829092267,1.0600334879040345,0.022411553544740007,0.022411553544740007,0.026283523543637603,0.0,0.004728132387706856,0.007837486260895131,0.04679329719713711
training,1234,46,market_only,naive,423,0.07565011820330975,0.035460992907801414,0.6893646582745939,0.1418330218578755,0.13413602196542193,0.09427546028964487,0.030014060900941615,14.431682714614928,23.50423244804689,1.3014038699635653,1.3728001300871868,0.02830816239016911,0.02830816239016911,0.1059012596769253,0.0,0.0,0.0064930624998931616,0.03590372113933288
training,1234,46,market_only,hybrid,423,0.6430260047281332,0.5910165484633577,0.2990633881458173,0.05941379218248687,0.13337047065750496,0.09386836765910139,0.029538645951965103,13.431596118562776,24.177070341217323,0.9998044331871518,1.058526447502072,0.023774720975035586,0.023774720975035586,0.034419557637586515,0.0,0.004728132387706856,0.00868191771408645,0.0480787475064486
training,1234,46,market_and_assets,naive,423,0.06619385342789602,0.035460992907801414,0.7514493299198479,0.15392291089149335,0.1208210437335616,0.08589778360899454,0.030638918135042475,14.423782652540721,24.724198640081443,1.2894191905967278,1.4268384404586028,0.0287704365195643,0.0287704365195643,0.11345080772077705,0.0,0.0,0.00608537646429371,0.034125116023856074
training,1234,46,market_and_assets,hybrid,423,0.5390070921985822,0.48463356973995336,0.36238791420055066,0.0717742246194068,0.12106527773526428,0.08604578859214702,0.03008791190609932,13.477419420600878,25.29203187997957,0.9997814018413854,1.1131978672086686,0.024352724086195834,0.024352724086195834,0.04482098002902197,0.0,0.004728132387706856,0.008121242579173996,0.04579416726922151
training,1234,47,off,naive,423,0.07092198581560288,0.035460992907801414,0.6957635215180102,0.14270071509408222,0.13386554426102243,0.09422719392606346,0.03159551406466284,15.776125545727426,22.31513278180762,1.3144679880431984,1.3917133909842656,0.02863494508131019,0.02863494508131019,0.09896136647206127,0.0,0.0,0.005950335806799556,0.03543193352580904
training,1234,47,off,hybrid,423,0.7423167848699773,0.7115839243498827,0.28530779540991297,0.05617064167357345,0.13297160553893939,0.09376434835481269,0.03167174235416331,14.774589619477664,22.891816346672204,1.0002026116404548,1.064726981388899,0.023796600025065652,0.023796600025065652,0.029222267214590612,0.0,0.004728132387706856,0.008035773808608074,0.04847617728958011
training,1234,47,market_only,naive,423,0.04018912529550828,0.02127659574468085,0.8525974699723257,0.17506201484151793,0.12742392066889904,0.08850288068714576,0.03163315594181778,14.977171395154562,22.78120655211484,1.4389698490885425,1.521585451812447,0.02415637004449065,0.02415637004449065,0.04568461177221975,0.0,0.0,0.0047520636434653105,0.03293453604987275
training,1234,47,market_only,hybrid,423,0.6737588652482278,0.7092198581560293,0.29578375131407586,0.05809296563745203,0.11839777292152744,0.0816217560985032,0.03198477742568166,14.568874113259954,23.06393453137828,1.0022464300593212,1.067019681772949,0.018165467090142648,0.018165467090142648,0.10774168267435144,0.0,0.004728132387706856,0.007226384551348784,0.051047932595908764
training,1234,47,market_and_assets,naive,423,0.030732860520094562,0.02127659574468085,0.9133331707997984,0.18784647131973017,0.11340932683049511,0.07952495315322378,0.03186461754474142,15.787819559253636,21.84868450177792,1.419129637036601,1.5725205369276725,0.02425866744993663,0.02425866744993663,0.051772943709258855,0.0,0.0,0.004586254228567425,0.0314653278838445
training,1234,47,market_and_assets,hybrid,423,0.5602836879432631,0.5721040189125303,0.3509982254615129,0.06975864560021432,0.10786506475621183,0.07498932376816567,0.03214140503421775,15.409168304885977,22.062514659898554,1.001052575340591,1.1177467967146522,0.018447733883712975,0.018376015801160585,0.09084963153903028,0.002364066193853428,0.004728132387706856,0.0069161329141944825,0.04847190385105183
training,1234,48,off,naive,423,0.07092198581560288,0.035460992907801414,0.6968374356139589,0.14314293190119787,0.1365577931023476,0.0951501492075721,0.031577808501124835,13.224749733317184,24.49133276707111,1.3326534847215536,1.391308801211116,0.027772780532001558,0.027772780532001558,0.08930701817344638,0.0,0.0,0.005533248206437851,0.034389214524904774
training,1234,48,off,hybrid,423,0.6903073286052018,0.7304964539007102,0.274883021502458,0.0543940462902979,0.1366013079737262,0.09514566583285926,0.03174358571127964,12.450918120611146,24.94949841502051,1.0011030861815875,1.0490473892392607,0.022837706476756606,0.022837706476756606,0.026271074619918348,0.0,0.004728132387706856,0.007259717371869491,0.04785823807838856
training,1234,48,market_only,naive,423,0.08983451536643033,0.049645390070922,0.6439239276930346,0.1322079036864084,0.13682233921058481,0.09522583231780557,0.03184491261517385,13.484532966364062,24.395333847552877,1.2755683628244998,1.3325176898641615,0.03024822328027818,0.03024822328027818,0.12077885526553897,0.0,0.0,0.006812715701809709,0.03629345873311352
training,1234,48,market_only,hybrid,423,0.6761229314420812,0.631205673758866,0.2939927138817885,0.05849727938054068,0.13686731349606052,0.09513703194130137,0.03194245656199637,12.498346740613389,25.054640382001413,0.9999979339874143,1.048060715347264,0.025856542552200924,0.025856542552200924,0.055879776300110214,0.0,0.004728132387706856,0.009010117793059597,0.04721038479749881
training,1234,48,market_and_assets,naive,423,0.06619385342789602,0.035460992907801414,0.7145855704733116,0.14624741279338074,0.12007537191792149,0.08424691564168088,0.032022385381410695,12.942832856154471,24.65062588673017,1.2626579006154168,1.3961331414525342,0.030853464744092306,0.030853464744092306,0.1286911146852859,0.0,0.0,0.006299903078414175,0.03446186297988582
training,1234,48,market_and_assets,hybrid,423,0.5744680851063837,0.47754137115839307,0.362937789199384,0.07202995719950132,0.12139867995842243,0.08496828716756583,0.03204979562232254,12.078296436043514,25.300340548348842,0.9995413776880598,1.111488306345787,0.026488708320749583,0.026488708320749583,0.06806476289175471,0.0,0.004728132387706856,0.008369102013815178,0.04471726076009091
training,1234,49,off,naive,423,0.08983451536643033,0.04018912529550828,0.6570042349699134,0.1348811152070253,0.13620160034508919,0.09531829164319286,0.030864937189125547,14.036945739543649,23.541786975755496,1.2919076745198328,1.3606875059231394,0.02983799991978832,0.02983799991978832,0.1110030685780754,0.0,0.0,0.006511010941712009,0.03588577269751407
training,1234,49,off,hybrid,423,0.7919621749408994,0.6879432624113484,0.28070160907451497,0.05550772447068825,0.1362156733200681,0.09538218284818936,0.030669422425417623,13.250950304597257,24.095448059330035,0.9995646995718334,1.0569740635093645,0.025239491176445653,0.025239491176445653,0.041113140966613095,0.0,0.004728132387706856,0.008742600541188257,0.047605250517513416
training,1234,49,market_only,naive,423,0.05200945626477543,0.035460992907801414,0.7333662989517018,0.1507160461906761,0.1356306957606318,0.09539973622658848,0.03164214215580364,13.570720600872152,23.899041962297833,1.3486588661847017,1.4195272670795471,0.026818347168918486,0.026818347168918486,0.08112459543870436,0.0,0.0,0.00587170453787891,0.035383216326586434
training,1234,49,market_only,hybrid,423,0.6950354609929087,0.6950354609929087,0.2815883786997033,0.055360281471828136,0.1354008143909968,0.09549519072511259,0.03209987871596517,12.83920463114952,24.400695309262595,1.0000131593389683,1.0574319594051038,0.021901836695128307,0.021901836695128307,0.03163091821299855,0.0,0.004728132387706856,0.008355427010524628,0.04975564478495202
training,1234,49,market_and_assets,naive,423,0.04255319148936171,0.030732860520094562,0.7997351385205933,0.16437251495073538,0.1200502514808656,0.08500470503223974,0.03195239793891404,13.557271196341071,24.308432518164793,1.3353521879726218,1.4663985823007317,0.025497614126961905,0.025497614126961905,0.08790418456434677,0.0,0.0,0.005617007601592457,0.0336670034136227
training,1234,49,market_and_assets,hybrid,423,0.5579196217494097,0.5153664302600479,0.3468708251322962,0.06895976890700133,0.12148563901292597,0.0860844880321241,0.03229712722937694,12.895706647669735,24.71827021620748,0.9995079389571832,1.1038133117246132,0.020913758741066404,0.020913758741066404,0.03463220693232815,0.0,0.004728132387706856,0.0079366300347516,0.04740696296980048
training,1234,50,off,naive,423,0.05200945626477543,0.030732860520094562,0.7659752327022686,0.15781350472390707,0.13568577527398337,0.0952987527970265,0.030739746961431485,15.045181909823906,23.851076618171533,1.3814641588716166,1.4464357311900995,0.02453956607050034,0.02453956607050034,0.06563786335460282,0.0,0.0,0.005472565379336047,0.03198412332117967
training,1234,50,off,hybrid,423,0.7848699763593391,0.7659574468085116,0.275254617036745,0.05455881173599447,0.1355788352276699,0.09562552882554501,0.030504112055356233,14.80632085766221,24.039983555681836,1.0019157138858297,1.053189406897632,0.01929134896712326,0.01929134896712326,0.053139373603461,0.0,0.004728132387706856,0.007687061224699108,0.04634031271313777
training,1234,50,market_only,naive,423,0.06619385342789602,0.030732860520094562,0.7255349589546871,0.14961387036363144,0.136256381147585,0.09482538846163127,0.03141915077452517,14.91229881945289,24.15281838121206,1.3335800356521625,1.396886578681929,0.025780786609887196,0.025780786609887196,0.08845715090782576,0.0,0.0,0.006019565510957946,0.03446186297988578
training,1234,50,market_only,hybrid,423,0.7210401891252964,0.6477541371158401,0.2890063911025914,0.057629386985166654,0.13630821245796312,0.09475353765512086,0.03144021370978513,13.965407148336855,24.77589155142957,1.0003213983836186,1.0516345191397078,0.02090791228088744,0.02090791228088744,0.024538042211128694,0.0,0.004728132387706856,0.008411836399098139,0.047607814580630375
training,1234,50,market_and_assets,naive,423,0.054373522458628865,0.026004728132387706,0.7835705879833913,0.16127440928094186,0.12118690259723534,0.08516398992465694,0.03171908778555169,12.801517075852686,24.645945563985542,1.3235012367847423,1.4441485104728424,0.028199362072902415,0.028199362072902415,0.0943783989329395,0.0,0.0,0.005680254491811243,0.03320119861403842
training,1234,50,market_and_assets,hybrid,423,0.6075650118203317,0.5319148936170219,0.34961797531879146,0.06977303010911737,0.12269750538114119,0.0860342971539126,0.03164601981250256,11.92688567613277,25.27363770832295,1.0003462047608735,1.0978856027433188,0.023338360968449032,0.023338360968449032,0.03559016219292287,0.0,0.004728132387706856,0.007926373782283686,0.045678784428957474
training,1234,51,off,naive,423,0.07565011820330975,0.037825059101654845,0.7206055400082653,0.14769818971746984,0.1363384115427295,0.09500730242682552,0.030950904010177135,14.349318603093495,24.83626402262408,1.3365593788894936,1.4060951382697364,0.02616550570046087,0.02616550570046087,0.0872186189901489,0.0,0.0,0.005818713900128036,0.03438152233555376
training,1234,51,off,hybrid,423,0.8014184397163131,0.7328605200945636,0.2822057792715101,0.0552071656678321,0.13638175663763247,0.0949849389936387,0.03081955673997269,13.472684915628378,25.3612816784552,0.9995601095450819,1.0568097248496853,0.021485949926424067,0.021485949926424067,0.027109236879389213,0.0,0.004728132387706856,0.008045175373370326,0.047736872424184916
training,1234,51,market_only,naive,423,0.07801418439716318,0.04018912529550828,0.702678248980793,0.14387432770294142,0.13434531002927663,0.0943864146363418,0.030211689573824918,14.41105462185182,24.842855087874547,1.332469224061711,1.4017276447155793,0.02659101138519034,0.02659101138519034,0.08928462350546637,0.0,0.0,0.00593153267727505,0.03567551952192192
training,1234,51,market_only,hybrid,423,0.8345153664302611,0.7825059101654857,0.2682066734749114,0.0524186452036424,0.13326583594164104,0.09394526220117944,0.029767774808221955,13.524179426879314,25.386810737005757,1.0004318170934199,1.0576121585410427,0.02184243659256079,0.02184243659256079,0.026514395920365162,0.0,0.004728132387706856,0.008192181658743717,0.049875301063744285
training,1234,51,market_and_assets,naive,423,0.06619385342789602,0.03309692671394799,0.7656544831563816,0.1575568901001579,0.1189867512359425,0.08479355178702729,0.030709655771521578,13.951967091211765,24.560558250651066,1.3152966583554995,1.4628003446637732,0.02864551022418981,0.02864551022418981,0.09855274618781797,0.0,0.0,0.005651195109818821,0.03375845499812825
training,1234,51,market_and_assets,hybrid,423,0.6903073286052018,0.6193853427895989,0.33574651624953505,0.06687775377560308,0.11957126820029026,0.08524945454696042,0.030275608984449493,13.183862624357815,24.991135436385886,0.9996968272876698,1.1187780259282345,0.02386351156586663,0.02386351156586663,0.03461104806544054,0.0,0.004728132387706856,0.007675950284525528,0.04681893782830689
training,1234,52,off,naive,423,0.07328605200945632,0.03309692671394799,0.7094683894838272,0.14544237630007326,0.13576688100200138,0.09446962292791942,0.031138455776145837,15.682382243116566,25.438430377936285,1.3139183361782438,1.3882228031808217,0.02822987371121238,0.02822987371121238,0.09920289426476696,0.0,0.0,0.005809312335365781,0.033765292499773523
training,1234,52,off,hybrid,423,0.7612293144208048,0.6359338061465729,0.30491081458432123,0.06004246814928076,0.13555568699477255,0.09424773107846017,0.031087916491911713,14.444871427132107,26.091678772335513,0.999351106968923,1.0613704573588287,0.02338934371597433,0.02338934371597433,0.029746518277115754,0.0,0.004728132387706856,0.00770244560340097,0.045882200102904384
training,1234,52,market_only,naive,423,0.049645390070922,0.028368794326241134,0.7803970300281422,0.16035095499748522,0.13667858608350308,0.09502705122780694,0.03107239888636057,15.048106069976402,25.644358081928115,1.3678255649965472,1.444082892278523,0.02550572133560278,0.02550572133560278,0.07224936576466906,0.0,0.0,0.005370002854656934,0.03174908420212336
training,1234,52,market_only,hybrid,423,0.7541371158392445,0.669030732860521,0.3048170337854017,0.05995246773694943,0.13681736335277184,0.09499010875522695,0.030944366305775843,13.839705811475818,26.198430019149463,1.0007438080870548,1.0627145424865811,0.020406939765794524,0.020406939765794524,0.04480896277404885,0.0,0.004728132387706856,0.007358861145725958,0.04504717021447534
training,1234,52,market_and_assets,naive,423,0.04491725768321514,0.02364066193853428,0.8511638673933313,0.17533547399489915,0.12115175877894128,0.08517288696468674,0.03166593941576567,14.963654127746501,24.771103301838323,1.3499061712919354,1.5094472710065197,0.025898079454877557,0.025898079454877557,0.08103695824567016,0.0,0.0,0.005092229350317687,0.030185860388472638
training,1234,52,market_and_assets,hybrid,423,0.6382978723404263,0.510638297872341,0.3768451767466995,0.07514405466113773,0.12303956377831059,0.08618725929433352,0.03145516513023249,13.775127222702201,25.312158893921225,1.0010832501480278,1.1279402138054275,0.02105438855895827,0.02105438855895827,0.040917097688485414,0.0,0.004728132387706856,0.006867415714971905,0.04258139618364852
training,1234,53,off,naive,423,0.07565011820330975,0.035460992907801414,0.7078333208720763,0.1457595464277379,0.1355906601960947,0.09495735776412889,0.031991302099012575,13.009769714459065,24.433353830761238,1.318402155164973,1.3810563961012732,0.02730663736998015,0.02730663736998015,0.09629369196078004,0.0,0.0,0.005922131112512801,0.03391315347285255
training,1234,53,off,hybrid,423,0.735224586288417,0.6453900709219866,0.2947246592308677,0.058666571004881034,0.135392968595129,0.09490808025521372,0.032088135060791084,11.934113136487916,25.185744438960462,0.9994084559498486,1.0502964863454651,0.022814885847756393,0.022814885847756393,0.02489726252549734,0.0,0.004728132387706856,0.007720394045219818,0.04654372838708465
training,1234,53,market_only,naive,423,0.06382978723404259,0.028368794326241134,0.7245020265566677,0.14920732925092328,0.13539410741948024,0.09497828107814962,0.031428251417760275,13.114560284520266,24.303065514765734,1.336759979525571,1.4001269023116578,0.028617953947930843,0.028617953947930843,0.08677405493031466,0.0,0.0,0.005922131112512791,0.034136226964029605
training,1234,53,market_only,hybrid,423,0.7115839243498827,0.6643026004728141,0.2855942532249424,0.05669804410036087,0.13502873289774736,0.09486825283815424,0.031205819172911757,12.31772517728715,24.802140694421816,1.0014700154946965,1.05243742908254,0.023344526041251694,0.023344526041251694,0.02438670546346104,0.0,0.004728132387706856,0.00794346753639687,0.04758131926175496
training,1234,53,market_and_assets,naive,423,0.054373522458628865,0.028368794326241134,0.795798263164211,0.1634237272084946,0.11940331853284313,0.08443266942123467,0.031497332394866205,13.493486857990554,25.198429062523168,1.320024682517771,1.467434368282444,0.02682722812950559,0.02682722812950559,0.09617406086923277,0.0,0.0,0.005551196648256689,0.03253197814050726
training,1234,53,market_and_assets,hybrid,423,0.598108747044918,0.5248226950354616,0.35859036891958607,0.0712860936014853,0.12056544499955739,0.08524366917135445,0.03127445419355856,12.658129483408056,25.62824831218078,1.0009063843690846,1.1195859618427348,0.022342477432742328,0.022342477432742328,0.03368925519030075,0.0,0.004728132387706856,0.007490483052397489,0.04512665617110166
training,1234,54,off,naive,423,0.06382978723404259,0.02127659574468085,0.7912510463880978,0.16274601249716514,0.13370474560547574,0.09396053418437508,0.030732432320777756,12.848994509276391,24.608400467193892,1.417786608479259,1.4828468848476513,0.024167059627602478,0.024167059627602478,0.05122054745890318,0.0,0.0,0.005152057489713834,0.031862757666976035
training,1234,54,off,hybrid,423,0.9007092198581572,0.8676122931442092,0.2503325015627005,0.04882974769125231,0.131832156758081,0.09295874159546814,0.030155376346756697,13.318563292840526,24.890305501262088,1.0008063283896869,1.051457985783077,0.018631468011503678,0.018631468011503678,0.08729317082231758,0.0,0.004728132387706856,0.0072229658005261415,0.04851805698715745
training,1234,54,market_only,naive,423,0.05200945626477543,0.026004728132387706,0.7292074145079606,0.1497223386775863,0.13704733608336792,0.09552848710137808,0.031419098066569714,12.603899769917186,24.913693142620215,1.3545129958740108,1.4175155100740662,0.027392364900294404,0.027392364900294404,0.07777825497917026,0.0,0.0,0.0056828185549282085,0.034250755116587955
training,1234,54,market_only,hybrid,423,0.7706855791962185,0.7777777777777788,0.26752671068181305,0.05243787168616342,0.13772467658470136,0.0958520054246615,0.03140742271572149,11.919236942587949,25.388102964159046,1.0005295791271358,1.0511750988495412,0.021903820216459834,0.021903820216459834,0.03268627283969057,0.0,0.004728132387706856,0.007795606563317824,0.04876848048491562
