window,seed,ticker,scenario,method,n_paths,median_variance_ratio_generator,median_variance_ratio_observed,ks_pass,ad_pass,w1,w1_standardized,abs_acf_mae25,abs_acf_mae60,raw_acf_mae25,kurtosis,kurtosis_abs_error,variance_ratio_generator,variance_ratio_observed,beta_abs_error,beta_effective_abs_error,r2_abs_error,clipped,tracker,var99_rate,var95_rate
training,1234,SBUX,market_only,naive,250,1.4090122663927276,1.500593711967296,0.0,0.0,0.8019773763071062,0.1855291793968196,0.1237993758789666,0.08078492330828012,0.03160014344290209,11.437572459352657,12.126714197155751,1.4178835224516357,1.5064970104575532,0.02260490238712358,0.02260490238712358,0.10687888083368223,0.0,0.0,0.0044743311641359355,0.030205350686912505
training,1234,SBUX,market_only,hybrid,250,1.001305665002012,1.0645553657406177,0.536,0.368,0.3164291246212163,0.0732026084059349,0.11945245671147214,0.07779317523444265,0.03152966423603304,9.693149432048187,13.857544505259362,1.0013645601133287,1.0674957273492403,0.017291116224620776,0.017291116224620776,0.05896292180911554,0.0,0.0,0.006151843817787407,0.04296746203904553
training,1234,SBUX,market_and_assets,naive,250,1.3924567765998583,1.5364105436535245,0.0,0.0,0.8509413846410638,0.1968564967932388,0.11147991245920445,0.07287306590890873,0.03225362287963816,12.15222730068787,12.03161740833329,1.399388510184828,1.5620833949456605,0.02768351701385297,0.02768351701385297,0.11617517082228052,0.0,0.0,0.0043470715835141,0.029256688358640655
training,1234,SBUX,market_and_assets,hybrid,250,1.0009627109091714,1.099365746208188,0.472,0.276,0.3719231412362007,0.0860405757453888,0.10931536878526865,0.07114954001978392,0.03218243778705845,10.224500723820269,13.610549378899437,1.0013652512799014,1.1230092806846128,0.02159292726540098,0.02159292726540098,0.05874521367536635,0.0,0.0,0.005858279103398403,0.04151843817787416
training,1234,SCHW,off,naive,250,1.3845311782420153,1.404638984754788,0.004,0.0,0.8175045689518853,0.15323740990675086,0.09885963421417895,0.07005365649810794,0.02510436524561713,5.088120041945853,1.8969327890214143,1.3881554554616826,1.4107142551924292,0.02879183869789982,0.02879183869789982,0.0990221325439022,0.0,0.0,0.0055545914678235666,0.03319161243673175
training,1234,SCHW,off,hybrid,250,0.998219142905246,1.0116355975718254,0.856,0.864,0.25342710969683435,0.04750372703101373,0.09849761755855363,0.0699008664369018,0.02505271373168809,5.030181802464878,1.9643630877656308,0.9994469104435019,1.017181351868177,0.022579598493768272,0.022579598493768272,0.0407520718994107,0.0,0.0,0.007154013015184377,0.05003759942154736
training,1234,SCHW,market_only,naive,250,1.3996217985693558,1.4197407719416726,0.0,0.0,0.8492476147778776,0.1591874954593768,0.09465612716385473,0.0669657331537987,0.024812949677783223,5.102710085080795,2.003158736286109,1.409774262456596,1.4328697233791712,0.030689010039227502,0.030689010039227502,0.08917721159868539,0.0,0.0,0.005430224150397681,0.032679681851048435
training,1234,SCHW,market_only,hybrid,250,0.9995928444873239,1.0117126247376897,0.888,0.876,0.2511501922121741,0.047076929492294084,0.09055512472571363,0.06416251545152776,0.024745579840965745,5.231812463384002,2.156388403295552,1.0002988579862757,1.0182360830057493,0.023669597969140085,0.023669597969140085,0.05309408136654757,0.0,0.0,0.007015184381778738,0.05026030368763558
training,1234,SCHW,market_and_assets,naive,250,1.3806893926469344,1.460413054180827,0.0,0.0,0.9227947622398002,0.17297356444434184,0.08061202349342061,0.05764200026133066,0.025291829006266555,5.173174972596109,1.9036712495787096,1.3839623256571063,1.4916524330577756,0.02863878324999594,0.02863878324999594,0.10188448857785662,0.0,0.0,0.005214750542299347,0.03123644251626899
training,1234,SCHW,market_and_assets,hybrid,250,0.9965598453231614,1.0514222348350508,0.78,0.72,0.3177503036910213,0.05956080905715568,0.0780051993945465,0.055690163691525844,0.025220885113502938,5.213997511947079,1.9973436679580225,0.9967022559466577,1.0783116405385074,0.022461389405018874,0.022461389405018874,0.054660364811425784,0.0,0.0,0.006714389009399854,0.04732176428054955
training,1234,SEE,off,naive,250,1.271875562670029,1.3196019775842016,0.024,0.0,0.6031701110511005,0.12416350409733048,0.11539608690395803,0.08251370732735172,0.02842016630680899,8.78498045953365,6.7886751566046,1.2737396530203684,1.3246775733284508,0.02795876040152668,0.02795876040152668,0.057947244868936536,0.0,0.0,0.007018076644974696,0.03587274041937815
training,1234,SEE,off,hybrid,250,1.001184520885261,1.0307158390763056,0.952,0.9,0.2287460871199162,0.04708773728172323,0.11531635183173675,0.08249010231341648,0.028430267298103138,8.062723550868483,7.3183692940649845,0.9998304031933626,1.0412704839274811,0.02384048378426076,0.02384048378426076,0.030494469621335424,0.0,0.0,0.008762111352133038,0.04702386117136657
training,1234,SEE,market_only,naive,250,1.2793630593550929,1.333983797007676,0.016,0.0,0.6270140045447212,0.1290718066031233,0.11292844002983407,0.0804621499815111,0.028361544809817344,8.667585155249032,6.904120168675754,1.2888922042677855,1.3408240555102426,0.026756386941621687,0.026756386941621687,0.050536909908961196,0.0,0.0,0.006874909616775125,0.03538973246565434
training,1234,SEE,market_only,hybrid,250,1.0015764699476173,1.032983773059636,0.956,0.904,0.2295812991212609,0.04725966696930405,0.11092681175421447,0.07902664976119336,0.028404509739411235,7.907457824778773,7.517007908694499,1.0007279079413862,1.0423528818627243,0.022593715001898333,0.022593715001898333,0.03567414945211146,0.0,0.0,0.008799710773680408,0.046844540853217605
training,1234,SEE,market_and_assets,naive,250,1.2738786586599797,1.3477288399866914,0.004,0.0,0.6732401197857768,0.13858752421574605,0.09720080404798322,0.069421388356395,0.028504493978025416,8.318472057023092,6.708718809235075,1.2801266123629262,1.375116936518185,0.025058852597902966,0.025058852597902966,0.056034386633171215,0.0,0.0,0.006750542299349241,0.0345234996384671
training,1234,SEE,market_and_assets,hybrid,250,1.00022660414733,1.0440343670728252,0.844,0.744,0.27838972808565754,0.05730695787227068,0.09599828397576572,0.06845986643629474,0.02853566870312357,7.636013949282318,7.33824260764512,0.9996632269962742,1.076786942343723,0.021289864010044655,0.021289864010044655,0.03902793865385196,0.0,0.0,0.008574114244396235,0.04538105567606641
training,1234,SHW,off,naive,250,1.3959269541813342,1.4324610537706146,0.0,0.0,0.6579866379595138,0.1614051837545854,0.13880120594982603,0.09131407926723072,0.03183583218927706,8.656408526735596,8.251902169766202,1.3957922142850514,1.4377308537455202,0.022931513721044836,0.022931513721044836,0.1048329664313535,0.0,0.0,0.005593637020968906,0.03129573391178598
training,1234,SHW,off,hybrid,250,1.0010628437080678,1.0264591428590173,0.828,0.788,0.21199481366484726,0.052002669781721605,0.1385222133116015,0.09115814928079952,0.03181151094318252,7.665145505733348,8.7433850838266,1.001147649708997,1.0335611162173164,0.017940383379258632,0.017940383379258632,0.04423757028415411,0.0,0.0,0.007532899493853947,0.04746493130874907
training,1234,SHW,market_only,naive,250,1.406096210732834,1.455631460557668,0.0,0.0,0.6836129447514768,0.16769135815097574,0.1338143387394325,0.08767167066581966,0.03181218093790214,8.698054275981836,8.585575785338794,1.4165622267715299,1.459450862129739,0.020759955131591918,0.020759955131591918,0.09495220838764137,0.0,0.0,0.005477946493130873,0.030445408532176428
training,1234,SHW,market_only,hybrid,250,1.0025605180206982,1.0270945726725138,0.88,0.8,0.21230729710100266,0.05207932247270827,0.12939750210330309,0.0846176992545114,0.031776393910034346,7.859248925009553,9.319431931540164,1.0015015313122617,1.0338935275265744,0.015922428748551667,0.015922428748551667,0.053459685718452575,0.0,0.0,0.007573391178597258,0.04739840925524217
training,1234,SHW,market_and_assets,naive,250,1.3868422848289295,1.4969931517583643,0.0,0.0,0.7504976353524323,0.18409828065367892,0.11511197838593748,0.07558892685342727,0.03196513474539734,8.424043981796443,8.413440078308957,1.390421511855666,1.5262580493296936,0.023573580670432755,0.023573580670432755,0.10854566412076744,0.0,0.0,0.005234996384671001,0.028582791033984093
training,1234,SHW,market_and_assets,hybrid,250,0.9993685874884926,1.0757308888817236,0.692,0.616,0.27865911629089407,0.06835553075864984,0.11381825145519092,0.07440498497638334,0.03188387525289624,7.5337509448520885,9.010361832758795,0.9992321166452772,1.1014878934196495,0.01848234675797604,0.01848234675797604,0.05481105346547444,0.0,0.0,0.007033984092552425,0.044111352133044075
training,1234,SJM,off,naive,250,1.0820054880393672,1.1035502298849655,0.976,0.924,0.17500965023372486,0.04905843609012541,0.06623466152919329,0.04990967843058739,0.02685544355647852,8.729054653931195,1.9272162943264362,1.083803222283373,1.1073008536785647,0.017849574132509306,0.017849574132509306,0.010862251573124435,0.0,0.0,0.009527114967462044,0.045812002892263184
training,1234,SJM,off,hybrid,250,1.0010302636161414,1.0168848673299447,1.0,0.996,0.11912351216278005,0.033392519786562366,0.06624987831056627,0.04991242866351843,0.026858164049125693,8.628456178651584,1.9297448858334942,1.0008503966502431,1.0230413513597423,0.01709512167125503,0.01709512167125503,0.011619415314447431,0.0,0.0,0.010546637744034706,0.049699204627621105
training,1234,SJM,market_only,naive,250,1.0840063407546712,1.1034362095929526,0.94,0.872,0.17977916954112605,0.05039542040962019,0.06632050441598204,0.05008231679966552,0.026671806374776872,8.651207735638936,1.909893955296528,1.0872985639574861,1.1107620420759619,0.01982297910280372,0.01982297910280372,0.012557651935876712,0.0,0.0,0.009694866232827185,0.04533044107013735
training,1234,SJM,market_only,hybrid,250,0.9995311643306715,1.0156901865226553,0.988,0.996,0.11873729415153017,0.03328425574742824,0.06625275908746048,0.05004136425808803,0.02667358857751722,8.539894945885068,1.9171063539815574,0.9999763609015282,1.0221028282164968,0.018929087186338983,0.018929087186338983,0.014072161536312916,0.0,0.0,0.010685466377440347,0.04950253073029644
training,1234,SJM,market_and_assets,naive,250,1.0835076035050513,1.1465678280879938,0.872,0.664,0.23196328425884402,0.06502359121837258,0.0633925304290761,0.050207544151918235,0.027635517564215797,8.631119683497195,2.1416093874375055,1.0844048470711678,1.1712455547120335,0.020601163893065648,0.020601163893065648,0.013417312634663545,0.0,0.0,0.008796818510484463,0.04215618221258134
training,1234,SJM,market_and_assets,hybrid,250,1.002113845742919,1.05987794316836,0.956,0.864,0.16382351487075383,0.04592275582296918,0.0631738598413127,0.05004996182781021,0.02763170229347132,8.528737292595936,2.142097752975313,1.0011957256367616,1.0825340469183684,0.019733736399961205,0.019733736399961205,0.01485329074266242,0.0,0.0,0.00956905278380333,0.046208242950108426
training,1234,SLB,off,naive,250,1.261648125874658,1.3089351228771449,0.004,0.0,0.7623840772645971,0.12502397526539363,0.20991294126241736,0.17251234457767145,0.02885103752933957,12.116961559805414,10.000631826232855,1.2651175522071407,1.3223019631299262,0.031780061544466255,0.031780061544466255,0.05623427786477968,0.0,0.0,0.007068691250903829,0.036198120028922594
training,1234,SLB,off,hybrid,250,0.998057541066652,1.0374780996551527,0.732,0.704,0.33652096699040474,0.055186342826376404,0.20990713429932023,0.17250815858009746,0.02877431941815476,11.17507195272368,10.430376991446698,0.9988958492421269,1.0462408050035015,0.0272591384821218,0.0272591384821218,0.02977545303740106,0.0,0.0,0.008688358640636296,0.049755603759942174
training,1234,SLB,market_only,naive,250,1.2737720281839051,1.323252218367877,0.004,0.0,0.7904810416823723,0.12963161895727715,0.20720918910835506,0.17028015705251562,0.029047770608815953,12.010793550407845,9.966604948989355,1.2817437464677623,1.3394148217228337,0.03256765652666294,0.03256765652666294,0.04829160908263477,0.0,0.0,0.006951554591467826,0.03549530007230657
training,1234,SLB,market_only,hybrid,250,1.0008660300808896,1.039110276384565,0.732,0.668,0.33687723081017895,0.055244766815438745,0.20548369398780372,0.16890460546909292,0.028969023992479345,11.057262583594197,10.391768822244723,1.0010529141954998,1.048427208664506,0.027693818717333812,0.027693818717333812,0.038391264108968884,0.0,0.0,0.008678235719450464,0.04927838033261033
training,1234,SLB,market_and_assets,naive,250,1.261126868502589,1.3687701918720176,0.0,0.0,0.8752753938609165,0.14353711266518948,0.18583406611255363,0.1539896316695748,0.029248753086443105,9.58865475923824,8.567663915627906,1.2672752731565617,1.3846461814738589,0.033341897936349965,0.033341897936349965,0.05644360474319838,0.0,0.0,0.00625596529284165,0.03379898770788142
training,1234,SLB,market_and_assets,hybrid,250,0.9991205399097711,1.0758484337662986,0.572,0.496,0.4186584731022744,0.06865613822049962,0.18582043614267388,0.15396777436335624,0.029124154316578995,8.75836302134919,9.0781839078568,0.998391579464481,1.0941811215668091,0.02857997320373601,0.02857997320373601,0.039802339369281625,0.0,0.0,0.007926247288503253,0.0464584237165582
training,1234,SLV,off,naive,250,1.0432688258918241,1.0987118260031408,0.948,0.936,0.2051222278527635,0.04903531627059547,0.09257496099173293,0.07829660505984262,0.024247491897707297,6.398266560585014,1.7005722584742788,1.0435363535544009,1.1019726194497312,0.024686353814367026,0.024686353814367026,0.007657693791891937,0.0,0.0,0.01021836587129427,0.046407809110629084
training,1234,SLV,off,hybrid,250,1.0000827707962512,1.0537210625221274,0.976,0.988,0.16448766495753195,0.03932145608126822,0.09257376033415389,0.07829823590235671,0.024247324563778008,6.377307708206675,1.7030127619948314,1.000349666951877,1.0565322601903078,0.024152012552433124,0.024152012552433124,0.007801622763327551,0.0,0.0,0.010909616775126516,0.04857989877078816
training,1234,SLV,market_only,naive,250,1.0460016549111608,1.098774075963844,0.952,0.92,0.2100891780089308,0.05022268623219101,0.09246795952428596,0.07809620864565466,0.02426753955416807,6.33607530695902,1.680736036907442,1.0458085604929224,1.1044367495643699,0.022424584885326043,0.022424584885326043,0.007538393979450445,0.0,0.0,0.010169197396963104,0.04631091829356474
training,1234,SLV,market_only,hybrid,250,1.0006937826583955,1.053217853940477,0.984,0.988,0.16587238994837003,0.03965248031293888,0.092452854611225,0.0780817187280437,0.0242677903125054,6.312474262579258,1.6843509810057529,1.0004113949426106,1.0566033978821314,0.021917483555609782,0.021917483555609782,0.008137653191632328,0.0,0.0,0.010899493853940683,0.04857556037599424
training,1234,SLV,market_and_assets,naive,250,1.0431784384784784,1.1095674880472135,0.884,0.716,0.2541306749356423,0.06075098808147632,0.0797484820746971,0.06740197984750232,0.024876187495483603,5.915745398959339,1.6734488792714244,1.0442153097913802,1.1387161232717409,0.02249828602947776,0.02249828602947776,0.008305420288832568,0.0,0.0,0.009728127259580608,0.044357194504699916
training,1234,SLV,market_and_assets,hybrid,250,0.9994987604594059,1.0595963001864304,0.952,0.828,0.20706918413610334,0.04950074421625486,0.0797190882446283,0.06738497074447361,0.024873229068358267,5.895167084852198,1.6802901027565664,1.000012900329854,1.090891004592666,0.021999848670643505,0.021999848670643505,0.008613192043097885,0.0,0.0,0.010371655820679655,0.0465770065075922
training,1234,SNA,off,naive,250,1.417023971540227,1.439411913115224,0.0,0.0,0.6998536621518162,0.16805340037857386,0.1628864428654731,0.11205725709983036,0.03049431211179972,5.733361612342949,2.3481683214931777,1.4218773166418335,1.4415049371696214,0.02423635347880934,0.02423635347880934,0.11178087647555884,0.0,0.0,0.006140274765003614,0.03234417932031814
training,1234,SNA,off,hybrid,250,1.0005717715487932,1.012423267627845,0.784,0.724,0.23017727965731408,0.05527166124610546,0.16269369710967793,0.11202526549342967,0.03049081360916563,5.596552423304959,2.4796192953819483,1.0007796872047063,1.0164932913232414,0.0184356461831792,0.0184356461831792,0.04555208683155875,0.0,0.0,0.008227042660882146,0.04515979754157621
training,1234,SNA,market_only,naive,250,1.4298787715064027,1.4401126608438144,0.0,0.0,0.7249782091883673,0.17408646956261148,0.1583068324250274,0.10840519839602943,0.030511949105706815,5.710678091169089,2.424750757649314,1.4425555584158292,1.4619000688758061,0.02206754351986888,0.02206754351986888,0.10257616557507866,0.0,0.0,0.006015907447577731,0.03199855386840202
training,1234,SNA,market_only,hybrid,250,1.0001157566861667,1.0110250606207454,0.788,0.72,0.2262956923609254,0.054339589329787046,0.15327131605654157,0.10475851676228362,0.030563349766685614,5.763587523575854,2.68385205587166,0.9993229724635846,1.0149025630689297,0.01653396940459406,0.01653396940459406,0.0597071302150797,0.0,0.0,0.008212581344902393,0.045502530730296385
training,1234,SNA,market_and_assets,naive,250,1.4138083274116093,1.4999060052380675,0.0,0.0,0.7879278835756351,0.18920235364754676,0.13945323612924887,0.0949027620426407,0.030707360011086985,5.578195608466118,2.4382929242906357,1.4214784197036814,1.5246795303734326,0.021406679526921296,0.021406679526921296,0.11311353535920486,0.0,0.0,0.005797541576283439,0.03045263919016631
training,1234,SNA,market_and_assets,hybrid,250,0.9999901059011296,1.0507758332511212,0.624,0.536,0.29234271924540295,0.07019922978477082,0.138386703257388,0.09396413939321013,0.030678120456830726,5.624422692811452,2.71013649907645,1.0000748362725103,1.0774113581822824,0.016245163733536922,0.016245163733536922,0.06196060327212318,0.0,0.0,0.007761388286334068,0.043182935647143844
training,1234,SNPS,off,naive,250,1.499707799385729,1.5278046845242566,0.0,0.0,0.9120892756134363,0.1983883599697642,0.15669577344024535,0.12135236057337821,0.033389830316907315,4.475005330931518,1.9337141353072351,1.5102991170385696,1.5357628213588255,0.027444392255394925,0.027444392255394925,0.16199406664438074,0.0,0.0,0.004072306579898775,0.034218365871294294
training,1234,SNPS,off,hybrid,250,0.9976197761652037,1.0122843931826087,0.512,0.476,0.27860065964776426,0.06059837499661555,0.15610436284558413,0.12113333912604249,0.0334164576367543,5.300055871862595,1.769047859872927,0.998280712842221,1.016568719838619,0.019227385888359285,0.019227385888359285,0.0511102098805534,0.0,0.0,0.008000000000000014,0.05270860448300794
training,1234,SNPS,market_only,naive,250,1.530815940966999,1.5563265137039568,0.0,0.0,0.9463180673901932,0.2058334577753163,0.15043199923792713,0.1164929700251564,0.033185580537199236,4.6756258384860905,2.0176961094458834,1.5416140559944502,1.567199960865977,0.02327017666663594,0.02327017666663594,0.1492882936334992,0.0,0.0,0.003812002892263203,0.03344468546637744
training,1234,SNPS,market_only,hybrid,250,1.0011806187922678,1.0169396997752163,0.612,0.536,0.2723918843204869,0.05924790548937249,0.14274501599381484,0.11080322757576767,0.033086792702155,5.955155144798164,2.0559876003193245,1.001134590522648,1.0194445227656557,0.015675128075310938,0.01565311440616863,0.06835989533642899,0.004,0.0,0.008021691973969644,0.053256688358640614
training,1234,SNPS,market_and_assets,naive,250,1.506160443943481,1.6016236326232862,0.0,0.0,1.0145408094213522,0.22067257305281937,0.13286249432829372,0.10285707363840291,0.03314189048806818,4.339357114006894,1.9038960624728394,1.5174270617410852,1.6208882530191828,0.026805069393257424,0.026805069393257424,0.15970262548905415,0.0,0.0,0.0036167751265365213,0.031823571945047015
training,1234,SNPS,market_and_assets,hybrid,250,1.0026453337159542,1.0558989277216644,0.464,0.372,0.330458142390244,0.07187788592664114,0.13129098016410923,0.10178966454210371,0.03291195393485886,5.350030670202949,1.8625212565850828,1.0012976377783938,1.0728841852839297,0.018710736973413227,0.018710736973413227,0.06396169147592351,0.0,0.0,0.007557483731019537,0.0503875632682574
training,1234,SO,off,naive,250,1.2013409256599532,1.2569918508579685,0.148,0.004,0.3486154038490289,0.10352957221582616,0.2172228682375778,0.125633634059277,0.04783782178074063,18.257198642479707,9.950346821207452,1.2054576720223382,1.2696951014089202,0.0173941268128426,0.0173941268128426,0.036905392310727946,0.0,0.0,0.008138828633405645,0.036974692697035405
training,1234,SO,off,hybrid,250,0.9991553550270373,1.0441705612111294,0.928,0.904,0.16502367549363708,0.04900767533708377,0.21743035706773203,0.12570716386493114,0.047787514750564974,17.140059137522226,10.386521143228675,1.0001195749922478,1.0560137276796704,0.015520988289843263,0.015520988289843263,0.02662569521898396,0.0,0.0,0.00936514822848878,0.045704989154013
training,1234,SO,market_only,naive,250,1.2074017680719251,1.2658947076117262,0.152,0.0,0.35887237142130834,0.10657562082201336,0.21494401511833922,0.12410583950404384,0.04764907010568299,17.846515196232783,9.881014759350915,1.215079917092266,1.2802182327948075,0.018437158780856524,0.018437158780856524,0.03395779311908631,0.0,0.0,0.00805206073752712,0.03631091829356472
training,1234,SO,market_only,hybrid,250,0.9996469649495654,1.0399933101210759,0.956,0.912,0.1642725888957901,0.04878462244465962,0.2141745852964274,0.12347505916197046,0.047552410867085684,16.609293302076544,10.399277952724196,0.9994043158220461,1.0553584618815643,0.016354517288893422,0.016354517288893422,0.03116037924439609,0.0,0.0,0.009331887201735355,0.04552711496746204
training,1234,SO,market_and_assets,naive,250,1.2012284201591252,1.329487893173589,0.1,0.008,0.4186217494578047,0.12431960883855815,0.19240479805342842,0.11049927118944382,0.04821009910101701,17.430894555811005,9.55735488898497,1.201714338206538,1.3632325477509548,0.019447468088021825,0.019447468088021825,0.041269743190598646,0.0,0.0,0.007378163412870575,0.03455531453362257
training,1234,SO,market_and_assets,hybrid,250,0.9985579563655098,1.097575641803079,0.796,0.668,0.22686467440724714,0.06737281953965611,0.1924631454335537,0.11025037036285602,0.04810088673744548,16.318891078466706,10.016817625353672,0.9993914034786389,1.1383942756931638,0.01740771667045191,0.01740771667045191,0.03281544520643214,0.0,0.0,0.008659436008676788,0.04274909616775123
training,1234,SPG,off,naive,250,1.2835546054927556,1.3879327868071296,0.0,0.0,0.8943774461253935,0.15824106807431582,0.2867603999676241,0.23374401399789835,0.04514218638394004,23.427532032609726,19.78427166870951,1.2844016372207543,1.4018617563581945,0.030260177688836643,0.030260177688836643,0.07168299358849858,0.0,0.0,0.005647143890093998,0.0334186550976139
training,1234,SPG,off,hybrid,250,1.0007159875446945,1.088162209414998,0.076,0.036,0.5207332066439672,0.09213266631228521,0.2875275173581102,0.2340585221342535,0.04511469680539736,20.746157985594433,21.59016786789745,0.9999552520343634,1.09765673156664,0.02566492576355333,0.02566492576355333,0.042179832062756856,0.0,0.0,0.006548083875632683,0.04258279103398406
training,1234,SPG,market_only,naive,250,1.2944375437954567,1.412776343750883,0.0,0.0,0.9266736221865058,0.16395518957499386,0.28398796569950596,0.23153053851811894,0.0449945078267327,22.894600196764234,19.93911782066297,1.2997552629409423,1.4184530694416189,0.03140803014729631,0.03140803014729631,0.0658121742853121,0.0,0.0,0.005522776572668117,0.033035430224150404
training,1234,SPG,market_only,hybrid,250,1.0009049382911044,1.0881608400442344,0.06,0.032,0.5312593569854647,0.09399504475213233,0.2826105116210116,0.23017901743875546,0.045013886426082235,20.062140859356887,21.74578352615738,1.0001948017695796,1.0981056978231576,0.02631972108589028,0.02631972108589028,0.04981730833601661,0.0,0.0,0.00645697758496023,0.042322487346348504
training,1234,SPG,market_and_assets,naive,250,1.2858451414246161,1.4352259175214805,0.0,0.0,0.9825102756131455,0.173834297902473,0.2704913675216422,0.22070899468616317,0.04534260774935431,24.092362058748655,20.774124632455734,1.2882143986599857,1.4669147490363483,0.03423998775793857,0.03423998775793857,0.07173437749679427,0.0,0.0,0.00528994938539407,0.032122921185827935
training,1234,SPG,market_and_assets,hybrid,250,0.9998416327342882,1.1096585771610583,0.052,0.04,0.5894050597830293,0.10428269025848869,0.270409517195153,0.22036696829811656,0.045332730128382355,21.331238329261506,22.70390764492545,1.0001322830028863,1.1466514433592725,0.02905468995744038,0.02905468995744038,0.05067128612741279,0.0,0.0,0.006144613159797543,0.04063774403470717
training,1234,SPYG,off,naive,250,1.930724640239563,2.0058307470304557,0.0,0.0,1.0082381121348076,0.3283594098301791,0.2349261463461638,0.15788260143554356,0.04814889002850366,5.961066862066598,4.890219816096763,1.9426366392236414,2.0098565574337903,0.015723708844606315,0.015723708844606315,0.4494352087623023,0.0,0.0,0.001645697758496021,0.025697758496023158
training,1234,SPYG,off,hybrid,250,0.9975108852123677,1.0268184502164721,0.912,0.956,0.15096751614119386,0.049166564829303365,0.23209063783575093,0.15673787382028043,0.048532784541863515,11.732223619267385,2.940816145925886,1.010287881621316,1.0422842687942282,0.004060730139437486,0.004060730139437486,0.000469254553029133,0.0,1.0,0.010409255242227038,0.05428344179320329
training,1234,SPYG,market_only,naive,250,1.9631922876083512,2.0495725563266705,0.0,0.0,1.0418997927122235,0.33932222648555094,0.22437697541258453,0.14977637863184143,0.04790848470601471,6.100993637685364,4.869314912897625,1.9946038220801778,2.060885058094213,0.016251445947341268,0.016251445947341268,0.4377345356770074,0.0,0.0,0.001548806941431669,0.024882140274765045
training,1234,SPYG,market_only,hybrid,250,1.0424775827920225,1.0632198934870896,0.812,0.824,0.17582783667947033,0.05726298578571137,0.20961784482145263,0.13944855726732264,0.04786954142788071,11.911183253202365,3.166748684008437,1.0659959537793788,1.0971681719167405,0.004299207438873174,0.004299207438873174,0.0004974873350156192,0.0,1.0,0.009667389732465654,0.0516587129428778
training,1234,SPYG,market_and_assets,naive,250,1.9327443056987126,2.0846733112801323,0.0,0.0,1.0813810672566069,0.352180347848656,0.21488155662026273,0.14198211873522934,0.047905475744572115,6.022506346773571,5.021595157509747,1.957007685685538,2.111858821948685,0.018030069484100693,0.018030069484100693,0.448356080660501,0.0,0.0,0.0014938539407086037,0.02419378163412872
training,1234,SPYG,market_and_assets,hybrid,250,1.004183692093755,1.0638621994077662,0.844,0.832,0.1762370923423843,0.05739627071744198,0.20931380174259867,0.13908617330404066,0.04783170659004565,11.944406422714877,3.136896323465657,1.0256676091426475,1.0973521679954317,0.004674365436835607,0.004674365436835607,0.0005417026593785246,0.0,1.0,0.009626898047722342,0.05181055676066523
training,1234,SRE,off,naive,250,1.2735975226384395,1.3193928108945574,0.012,0.0,0.46507403976034717,0.12649215983199869,0.1830005441221386,0.11353171792643271,0.03664884088494723,14.10919384172014,11.562847445379939,1.272466042264171,1.3320731027669073,0.018284254856694816,0.018284254856694816,0.058850292070370694,0.0,0.0,0.006047722342733198,0.037187274041937786
training,1234,SRE,off,hybrid,250,0.997756197900219,1.0373521641535004,0.904,0.84,0.19347445290773396,0.052621731871390964,0.18305273054285665,0.11355544430464791,0.03653590161566867,12.675683841148,12.6081968763874,0.9989121551271404,1.0484799397568054,0.015631360804013623,0.015631360804013623,0.03458893103314882,0.0,0.0,0.007833694866232827,0.04726681127982637
training,1234,SRE,market_only,naive,250,1.2817229128625263,1.34802771525794,0.0,0.0,0.486695233880138,0.132372753691352,0.1804207258484209,0.11154365816423613,0.036702702575968096,13.900352030252787,11.632915699198765,1.2915920653838522,1.3514871184149106,0.021046165015394178,0.021046165015394178,0.05122142127406791,0.0,0.0,0.005812002892263195,0.036607375271149656
training,1234,SRE,market_only,hybrid,250,1.002417034452643,1.0466991554501663,0.912,0.844,0.19751524145414381,0.053720757030746594,0.17855637937978505,0.11016990343256056,0.03657445878969154,12.431204493691656,12.759584084022276,1.0026870509141363,1.0521835745265309,0.017808837643353337,0.017808837643353337,0.042597321233601576,0.0,0.0,0.0077339117859725305,0.046905278380332545
training,1234,SRE,market_and_assets,naive,250,1.2696431805157133,1.3995013898002537,0.008,0.0,0.5382728146514562,0.14640097077703426,0.16204863842898382,0.0999609476365398,0.036750759867659105,14.16644204855105,11.575715292021524,1.274329146262629,1.420654089700876,0.02054848435360086,0.02054848435360086,0.06081773200859577,0.0,0.0,0.005291395516992045,0.03528994938539405
training,1234,SRE,market_and_assets,hybrid,250,1.0021140002988975,1.1047534746133052,0.788,0.636,0.25362339372965576,0.0689812118374036,0.16139686354908642,0.09916701607162103,0.036582155783727595,12.731033140615962,12.689961549161039,1.0016744097772745,1.1216327867398486,0.017540717597032636,0.017540717597032636,0.04289877182310463,0.0,0.0,0.006837310195227772,0.044913955169920416
training,1234,STE,off,naive,250,1.3739306025532776,1.4001077167515645,0.0,0.0,0.5907731853905112,0.1500005049657594,0.10628283835441024,0.07143335121413874,0.031966976624976995,5.691377528626765,2.192604624233804,1.3766258341665498,1.4006606011258043,0.02157957869301994,0.02157957869301994,0.09626351733767063,0.0,0.0,0.006215473608098329,0.032273318872017384
training,1234,STE,off,hybrid,250,0.9979382993504162,1.0152358090787308,0.944,0.944,0.17213563932964704,0.04370616923817073,0.10585495621782733,0.07129807889474746,0.03195501666163696,5.493029152669445,2.3144265995739333,0.9978170459826542,1.0165246385306417,0.016989594445695966,0.016989594445695966,0.03951989162117511,0.0,0.0,0.007775849602313794,0.05133477946493134
