window,seed,ticker,enabled,n_paths,jump_active_rate,forced_fraction,abs_acf_mae25
training,3456,DVA,true,250,0.232,0.008578452639190166,0.07307279095814323
training,3456,DVN,false,250,0.0,0.0,0.19024688956220737
training,3456,DVN,true,250,0.328,0.012066522053506874,0.1550013006062122
training,3456,EA,false,250,0.0,0.0,0.06797326164681287
training,3456,EA,true,250,0.304,0.011117859725235,0.06602221806207641
training,3456,EBAY,false,250,0.0,0.0,0.06569540168069983
training,3456,EBAY,true,250,0.256,0.009992769342010124,0.0671860976281196
training,3456,ECL,false,250,0.0,0.0,0.20055889666319238
training,3456,ECL,true,250,0.188,0.007269703543022414,0.18113912236718344
training,3456,ED,false,250,0.0,0.0,0.15489778886548083
training,3456,ED,true,250,0.244,0.008762111352133044,0.1304451036271107
training,3456,EFX,false,250,0.0,0.0,0.126911249203342
training,3456,EFX,true,250,0.252,0.008934201012292118,0.10561857807725829
training,3456,EIX,false,250,0.0,0.0,0.14028265109530957
training,3456,EIX,true,250,0.22,0.008083875632682572,0.12033920569864653
training,3456,EL,false,250,0.0,0.0,0.11632219009917688
training,3456,EL,true,250,0.236,0.008251626898047723,0.09659198791762165
training,3456,EMN,false,250,0.0,0.0,0.135074657262872
training,3456,EMN,true,250,0.224,0.0080824295010846,0.11362491480017642
training,3456,EMR,false,250,0.0,0.0,0.15716109109961854
training,3456,EMR,true,250,0.228,0.007923355025307301,0.13505130272317617
training,3456,ENPH,false,250,0.0,0.0,0.04629968462516002
training,3456,ENPH,true,250,0.188,0.006375994215473608,0.051682120403880094
training,3456,EOG,false,250,0.0,0.0,0.09381909880078813
training,3456,EOG,true,250,0.24,0.008908170643528562,0.0795198488712247
training,3456,EQIX,false,250,0.0,0.0,0.12155683438034108
training,3456,EQIX,true,250,0.28,0.009842371655820676,0.10000088599552265
training,3456,EQR,false,250,0.0,0.0,0.20637012409768038
training,3456,EQR,true,250,0.252,0.008403470715835143,0.17994188143289622
training,3456,ESS,false,250,0.0,0.0,0.18248958954337866
training,3456,ESS,true,250,0.212,0.007804772234273319,0.1603725574069156
training,3456,ETN,false,250,0.0,0.0,0.14300745784921665
training,3456,ETN,true,250,0.208,0.007330441070137381,0.12497064780401712
training,3456,ETR,false,250,0.0,0.0,0.1835006052287758
training,3456,ETR,true,250,0.288,0.010180766449746923,0.1522188378380352
training,3456,EW,false,250,0.0,0.0,0.05615130469703427
training,3456,EW,true,250,0.236,0.008736080983369485,0.054835926113071254
training,3456,EXC,false,250,0.0,0.0,0.1517512964158742
training,3456,EXC,true,250,0.232,0.008070860448300797,0.1314737976102319
training,3456,EXPD,false,250,0.0,0.0,0.06931482595972212
training,3456,EXPD,true,250,0.288,0.010582791033984094,0.06656667380804089
training,3456,EXPE,false,250,0.0,0.0,0.11696765249203905
training,3456,EXPE,true,250,0.216,0.006720173535791756,0.10112769567752417
training,3456,EXR,false,250,0.0,0.0,0.10235524960081131
training,3456,EXR,true,250,0.212,0.007259580621836589,0.08837494336217958
training,3456,F,false,250,0.0,0.0,0.13562625147700946
training,3456,F,true,250,0.228,0.008242950108459867,0.1153247524411642
training,3456,FANG,false,250,0.0,0.0,0.16217119486387918
training,3456,FANG,true,250,0.244,0.008673897324656543,0.13783647124608234
training,3456,FAST,false,250,0.0,0.0,0.07747373799946577
training,3456,FAST,true,250,0.208,0.006885032537960958,0.07182518236021457
training,3456,FCX,false,250,0.0,0.0,0.15878938676077115
training,3456,FCX,true,250,0.256,0.00889660159074476,0.13184540915803844
training,3456,FDX,false,250,0.0,0.0,0.11174151610484549
training,3456,FDX,true,250,0.252,0.009031091829356476,0.09266944894474306
training,3456,FE,false,250,0.0,0.0,0.13583627890546696
training,3456,FE,true,250,0.236,0.008428054953000724,0.11554414449065019
training,3456,FFIV,false,250,0.0,0.0,0.07578467910020409
training,3456,FFIV,true,250,0.284,0.010336948662328272,0.07014790607682712
training,3456,FIS,false,250,0.0,0.0,0.13292234576186307
training,3456,FIS,true,250,0.224,0.008682574114244397,0.11331690181289866
training,3456,FITB,false,250,0.0,0.0,0.21276437565574968
training,3456,FITB,true,250,0.268,0.00947360809833695,0.18538450153689298
training,3456,FMC,false,250,0.0,0.0,0.11707161249269592
training,3456,FMC,true,250,0.216,0.007680404916847435,0.10152503313606868
training,3456,FOX,false,250,0.0,0.0,0.131362538851681
training,3456,FOX,true,250,0.224,0.008264642082429502,0.11034504717953504
training,3456,FOXA,false,250,0.0,0.0,0.13172883053786882
training,3456,FOXA,true,250,0.288,0.010643528561099059,0.1052043362459689
training,3456,FRT,false,250,0.0,0.0,0.2039668783758927
training,3456,FRT,true,250,0.212,0.007362255965292839,0.18593824510523607
training,3456,FTNT,false,250,0.0,0.0,0.061749809111679925
training,3456,FTNT,true,250,0.256,0.009162689804772235,0.05994978544261845
training,3456,GD,false,250,0.0,0.0,0.1546757302329718
training,3456,GD,true,250,0.252,0.008954446854663775,0.12914656484221596
training,3456,GE,false,250,0.0,0.0,0.1974843566305957
training,3456,GE,true,250,0.224,0.008229934924078091,0.17358010441206784
training,3456,GILD,false,250,0.0,0.0,0.09045622304053097
training,3456,GILD,true,250,0.272,0.009417208966015908,0.0778014254843088
training,3456,GIS,false,250,0.0,0.0,0.0597841366533912
training,3456,GIS,true,250,0.204,0.008493130874909618,0.065036515562373
training,3456,GLD,false,250,0.0,0.0,0.07240240817505704
training,3456,GLD,true,250,0.192,0.00681706435285611,0.07334652468707467
training,3456,GLW,false,250,0.0,0.0,0.13396979649015933
training,3456,GLW,true,250,0.26,0.009473608098336948,0.11027595361063038
training,3456,GM,false,250,0.0,0.0,0.1515350183399104
training,3456,GM,true,250,0.308,0.010844540853217646,0.12037028264549574
training,3456,GNRC,false,250,0.0,0.0,0.1381003357627116
training,3456,GNRC,true,250,0.244,0.00890527838033261,0.11444019050172165
training,3456,GOOG,false,250,0.0,0.0,0.05046220863490839
training,3456,GOOG,true,250,0.152,0.005499638467100506,0.048706925242307846
training,3456,GPC,false,250,0.0,0.0,0.15428552041748675
training,3456,GPC,true,250,0.268,0.009368040491684743,0.1286375470350082
training,3456,GPN,false,250,0.0,0.0,0.13746655291480456
training,3456,GPN,true,250,0.204,0.006947216196673899,0.11983651694021348
training,3456,GRMN,false,250,0.0,0.0,0.07368829789706041
training,3456,GRMN,true,250,0.224,0.007599421547360807,0.06648191963592415
training,3456,GS,false,250,0.0,0.0,0.1440476325141657
training,3456,GS,true,250,0.26,0.008960231381055679,0.11934616019004977
training,3456,GWW,false,250,0.0,0.0,0.08190883097063995
training,3456,GWW,true,250,0.272,0.010409255242227043,0.07281624728145562
training,3456,HAL,false,250,0.0,0.0,0.18040272158832812
training,3456,HAL,true,250,0.252,0.00917425885755604,0.15537318952114118
training,3456,HAS,false,250,0.0,0.0,0.09430543699908842
training,3456,HAS,true,250,0.212,0.0078076644974692695,0.08118572849449418
training,3456,HBAN,false,250,0.0,0.0,0.17199489429607712
training,3456,HBAN,true,250,0.224,0.008415039768618947,0.14744869185114234
training,3456,HBI,false,250,0.0,0.0,0.03675361112787539
training,3456,HBI,true,250,0.248,0.008394793926247287,0.039985665029611484
training,3456,HCA,false,250,0.0,0.0,0.14086756231003733
training,3456,HCA,true,250,0.28,0.010001446131597971,0.11706120547227389
training,3456,HD,false,250,0.0,0.0,0.1655349094841256
training,3456,HD,true,250,0.268,0.009851048445408536,0.13870726108408918
training,3456,HES,false,250,0.0,0.0,0.14368155773768865
training,3456,HES,true,250,0.26,0.009320318148951555,0.11660534460531274
training,3456,HIG,false,250,0.0,0.0,0.2062364729995323
training,3456,HIG,true,250,0.224,0.007858279103398409,0.18544930564288087
training,3456,HII,false,250,0.0,0.0,0.08154965561149694
training,3456,HII,true,250,0.24,0.008218365871294287,0.07204879692287301
training,3456,HLT,false,250,0.0,0.0,0.12584407796423142
training,3456,HLT,true,250,0.196,0.007947939262472887,0.10954029343371689
training,3456,HOLX,false,250,0.0,0.0,0.11539306145533106
training,3456,HOLX,true,250,0.284,0.010562545191612436,0.09516780434969613
training,3456,HON,false,250,0.0,0.0,0.1873271808374141
training,3456,HON,true,250,0.2,0.006986261749819234,0.16645615445632245
training,3456,HPQ,false,250,0.0,0.0,0.07658181685174245
training,3456,HPQ,true,250,0.212,0.007680404916847432,0.06642210982326671
training,3456,HRL,false,250,0.0,0.0,0.03956901010950001
training,3456,HRL,true,250,0.268,0.01000867678958785,0.05327435845838306
training,3456,HSIC,false,250,0.0,0.0,0.11317041865617858
training,3456,HSIC,true,250,0.232,0.008257411424439622,0.09686904346317146
training,3456,HST,false,250,0.0,0.0,0.189267238499736
training,3456,HST,true,250,0.216,0.007891540130151847,0.16458813938850295
training,3456,HSY,false,250,0.0,0.0,0.09395739042794582
training,3456,HSY,true,250,0.264,0.009501084598698476,0.08357707332887658
training,3456,HUM,false,250,0.0,0.0,0.10362255953007794
training,3456,HUM,true,250,0.232,0.008438177874186553,0.0880481282708622
training,3456,IBM,false,250,0.0,0.0,0.12653666912902356
training,3456,IBM,true,250,0.228,0.008201012292118582,0.10875528105125598
training,3456,ICE,false,250,0.0,0.0,0.1331157467023708
training,3456,ICE,true,250,0.288,0.010033261026753434,0.10797596924985572
training,3456,IDXX,false,250,0.0,0.0,0.08619038795864915
training,3456,IDXX,true,250,0.252,0.008734634851771512,0.07511210570096095
training,3456,IEX,false,250,0.0,0.0,0.1256375624978339
training,3456,IEX,true,250,0.24,0.008844540853217644,0.10723313797782828
training,3456,IFF,false,250,0.0,0.0,0.09923882729153206
training,3456,IFF,true,250,0.28,0.009932031814895156,0.08039479530039549
training,3456,ILMN,false,250,0.0,0.0,0.06475936691185419
training,3456,ILMN,true,250,0.24,0.008908170643528559,0.06283343624593148
training,3456,INCY,false,250,0.0,0.0,0.09520754396868861
training,3456,INCY,true,250,0.228,0.008250180766449748,0.08447341983566765
training,3456,INTC,false,250,0.0,0.0,0.12309239890063142
training,3456,INTC,true,250,0.26,0.009732465654374545,0.09982076146209755
training,3456,INTU,false,250,0.0,0.0,0.18754934723974123
training,3456,INTU,true,250,0.204,0.007772957339117859,0.1647703157089009
training,3456,IP,false,250,0.0,0.0,0.1328179838214154
training,3456,IP,true,250,0.272,0.010319595083152566,0.10631383531513637
training,3456,IPG,false,250,0.0,0.0,0.1614158926703194
training,3456,IPG,true,250,0.224,0.008312364425162687,0.13855901027144507
training,3456,IPGP,false,250,0.0,0.0,0.062498304187476296
training,3456,IPGP,true,250,0.224,0.007973969631236444,0.06060073171401498
training,3456,IR,false,250,0.0,0.0,0.05409549163009253
training,3456,IR,true,250,0.244,0.009276934201012294,0.04932379919621455
training,3456,IRM,false,250,0.0,0.0,0.09657390766994547
training,3456,IRM,true,250,0.256,0.009203181489515544,0.0813302136649506
training,3456,ISRG,false,250,0.0,0.0,0.10118578233576352
training,3456,ISRG,true,250,0.272,0.010704266088214029,0.08530803984437109
training,3456,IT,false,250,0.0,0.0,0.11800478025138625
training,3456,IT,true,250,0.28,0.009869848156182215,0.09713770614894278
training,3456,ITW,false,250,0.0,0.0,0.16705382856836076
training,3456,ITW,true,250,0.172,0.007518438177874186,0.14957443032528545
training,3456,IVZ,false,250,0.0,0.0,0.19353867772510358
training,3456,IVZ,true,250,0.304,0.010806941431670282,0.16005365487588655
training,3456,JBHT,false,250,0.0,0.0,0.08547989613364616
training,3456,JBHT,true,250,0.26,0.009495300072306577,0.08022137896188129
training,3456,JCI,false,250,0.0,0.0,0.11875738986009085
training,3456,JCI,true,250,0.268,0.009395516992046275,0.09740638412236663
training,3456,JKHY,false,250,0.0,0.0,0.13908826234518817
training,3456,JKHY,true,250,0.284,0.0112060737527115,0.1119269862500625
training,3456,JNJ,false,250,0.0,0.0,0.1326898471820436
training,3456,JNJ,true,250,0.244,0.009036876355748374,0.11492559733091266
training,3456,JNPR,false,250,0.0,0.0,0.06400148918387043
training,3456,JNPR,true,250,0.224,0.00716702819956616,0.05949345144259471
training,3456,JPM,false,250,0.0,0.0,0.19158052562117484
training,3456,JPM,true,250,0.228,0.007862617498192335,0.16752689552676236
training,3456,K,false,250,0.0,0.0,0.06075402185895507
training,3456,K,true,250,0.244,0.009372378886478669,0.061955488858170815
training,3456,KEY,false,250,0.0,0.0,0.18372372992509672
training,3456,KEY,true,250,0.244,0.00893998553868402,0.15889209975269175
training,3456,KIM,false,250,0.0,0.0,0.23524632465845932
training,3456,KIM,true,250,0.232,0.008778018799710774,0.21094248491636755
training,3456,KLAC,false,250,0.0,0.0,0.1472926263215209
training,3456,KLAC,true,250,0.252,0.00938973246565437,0.12279853386474354
training,3456,KMB,false,250,0.0,0.0,0.08914245117297338
training,3456,KMB,true,250,0.2,0.006811279826464207,0.082669935312571
training,3456,KMI,false,250,0.0,0.0,0.22530555321037044
training,3456,KMI,true,250,0.26,0.009100506146059291,0.19955194889183211
training,3456,KMX,false,250,0.0,0.0,0.11293525151126722
training,3456,KMX,true,250,0.264,0.009654374548083879,0.09205070742880071
training,3456,KO,false,250,0.0,0.0,0.18394091456713796
training,3456,KO,true,250,0.192,0.0068127259580621855,0.16645387237542128
training,3456,KR,false,250,0.0,0.0,0.045664952609794224
training,3456,KR,true,250,0.308,0.011061460592913956,0.05538834251448856
training,3456,L,false,250,0.0,0.0,0.26761254669628665
training,3456,L,true,250,0.264,0.009843817787418656,0.2402723490095375
training,3456,LDOS,false,250,0.0,0.0,0.07881455411532866
training,3456,LDOS,true,250,0.244,0.00920173535791757,0.06824965141024879
training,3456,LEG,false,250,0.0,0.0,0.2205288452357277
training,3456,LEG,true,250,0.264,0.00917136659436009,0.19490992776945826
training,3456,LEN,false,250,0.0,0.0,0.16813205180259091
training,3456,LEN,true,250,0.256,0.009908893709327545,0.13920712693271617
training,3456,LH,false,250,0.0,0.0,0.18216506346353772
training,3456,LH,true,250,0.26,0.009923355025307301,0.1556075497127358
training,3456,LKQ,false,250,0.0,0.0,0.1698199125732695
training,3456,LKQ,true,250,0.248,0.008945770065075923,0.1465538502338896
training,3456,LLY,false,250,0.0,0.0,0.06798850827629555
training,3456,LLY,true,250,0.256,0.010519161243673174,0.06765521936179515
training,3456,LMT,false,250,0.0,0.0,0.1506552139919405
training,3456,LMT,true,250,0.264,0.010063629790310917,0.1254089761121571
training,3456,LNC,false,250,0.0,0.0,0.20009472541477769
training,3456,LNC,true,250,0.268,0.009723788864786698,0.1735181154049906
training,3456,LNT,false,250,0.0,0.0,0.17478174846880246
training,3456,LNT,true,250,0.276,0.010575560375994213,0.1451437679355638
training,3456,LOW,false,250,0.0,0.0,0.1289306119630329
training,3456,LOW,true,250,0.244,0.00928416485900217,0.10955406114949148
training,3456,LRCX,false,250,0.0,0.0,0.1414977638586503
training,3456,LRCX,true,250,0.232,0.008088214027476502,0.11947031694741278
training,3456,LUV,false,250,0.0,0.0,0.1262817957619297
training,3456,LUV,true,250,0.224,0.008108459869848155,0.10769003690815795
training,3456,LVS,false,250,0.0,0.0,0.1326334224955707
training,3456,LVS,true,250,0.192,0.006908170643528562,0.11361981074722192
training,3456,LYB,false,250,0.0,0.0,0.16969615873104882
training,3456,LYB,true,250,0.26,0.009858279103398412,0.14221061579945554
training,3456,LYV,false,250,0.0,0.0,0.18036724476771912
training,3456,LYV,true,250,0.26,0.008857556037599421,0.15507902657897507
training,3456,MA,false,250,0.0,0.0,0.03784309520108461
training,3456,MA,true,250,0.22,0.007853940708604483,0.04102598272898994
training,3456,MAA,false,250,0.0,0.0,0.18121248259897488
training,3456,MAA,true,250,0.232,0.008462762111352133,0.15604120868718457
training,3456,MAR,false,250,0.0,0.0,0.2230193558375487
training,3456,MAR,true,250,0.228,0.007923355025307303,0.1985377804177881
training,3456,MAS,false,250,0.0,0.0,0.0980128208650294
training,3456,MAS,true,250,0.244,0.008190889370932757,0.08563393396902799
training,3456,MCD,false,250,0.0,0.0,0.14994350998088352
training,3456,MCD,true,250,0.244,0.00862762111352133,0.12943287854051513
training,3456,MCHP,false,250,0.0,0.0,0.1512512757181205
training,3456,MCHP,true,250,0.268,0.009505422993492408,0.12202894037881419
training,3456,MCK,false,250,0.0,0.0,0.09038779446819681
training,3456,MCK,true,250,0.22,0.008260303687635575,0.08024168596695744
training,3456,MCO,false,250,0.0,0.0,0.19030591105527753
training,3456,MCO,true,250,0.228,0.007771511207519883,0.16755588785435274
training,3456,MDLZ,false,250,0.0,0.0,0.108691564469516
training,3456,MDLZ,true,250,0.228,0.007733911785972521,0.09363686753720034
training,3456,MDT,false,250,0.0,0.0,0.1480814223706197
training,3456,MDT,true,250,0.224,0.008319595083152567,0.12727534578172844
training,3456,MET,false,250,0.0,0.0,0.18046847144158687
training,3456,MET,true,250,0.236,0.00784815618221258,0.15591939608459515
training,3456,MGM,false,250,0.0,0.0,0.1833882784939567
training,3456,MGM,true,250,0.212,0.007600867678958783,0.16340770915813776
training,3456,MHK,false,250,0.0,0.0,0.15009555142335756
training,3456,MHK,true,250,0.228,0.00819233550253073,0.12901115556788836
training,3456,MKC,false,250,0.0,0.0,0.0946071429927953
training,3456,MKC,true,250,0.272,0.009650036153289947,0.08294504532354646
training,3456,MKTX,false,250,0.0,0.0,0.07741590964719927
training,3456,MKTX,true,250,0.264,0.009125090383224874,0.07069855528606075
training,3456,MLM,false,250,0.0,0.0,0.14715099074686835
training,3456,MLM,true,250,0.24,0.009198843094721621,0.12291647855411844
training,3456,MMC,false,250,0.0,0.0,0.15912169693645326
training,3456,MMC,true,250,0.24,0.008579898770788142,0.13434051016437215
training,3456,MMM,false,250,0.0,0.0,0.10068259769839807
training,3456,MMM,true,250,0.256,0.008174981923355024,0.08368030257193425
training,3456,MNST,false,250,0.0,0.0,0.0560971211455359
training,3456,MNST,true,250,0.24,0.008629067245119307,0.055785860477938966
training,3456,MO,false,250,0.0,0.0,0.11458336767462843
training,3456,MO,true,250,0.196,0.007109182935647142,0.09982534538402776
training,3456,MOS,false,250,0.0,0.0,0.17164352122773005
training,3456,MOS,true,250,0.196,0.007229211858279103,0.14916337659721557
training,3456,MPC,false,250,0.0,0.0,0.19409806587363715
training,3456,MPC,true,250,0.248,0.009414316702819956,0.165730573476788
training,3456,MPWR,false,250,0.0,0.0,0.1498268706442273
training,3456,MPWR,true,250,0.264,0.009366594360086767,0.12223232347817954
training,3456,MRK,false,250,0.0,0.0,0.0824908985324433
training,3456,MRK,true,250,0.2,0.007033984092552422,0.07561934781140889
training,3456,MS,false,250,0.0,0.0,0.13244691856326493
training,3456,MS,true,250,0.228,0.008144613159797542,0.11320391339333133
training,3456,MSCI,false,250,0.0,0.0,0.16190208002018214
training,3456,MSCI,true,250,0.256,0.009143890093998552,0.13526667829634148
training,3456,MSFT,false,250,0.0,0.0,0.13560669024558655
training,3456,MSFT,true,250,0.224,0.008076644974692697,0.11534587410903038
training,3456,MSI,false,250,0.0,0.0,0.15576684904984645
training,3456,MSI,true,250,0.244,0.008801156905278381,0.13081318876563153
training,3456,MTB,false,250,0.0,0.0,0.18712259381517665
training,3456,MTB,true,250,0.24,0.00821691973969631,0.16268274802130817
training,3456,MTD,false,250,0.0,0.0,0.11646139057450582
training,3456,MTD,true,250,0.26,0.00927404193781634,0.09467271810358581
training,3456,MU,false,250,0.0,0.0,0.06653534889915622
training,3456,MU,true,250,0.244,0.008167751265365147,0.06725031964238633
training,3456,NCLH,false,250,0.0,0.0,0.26664205223637405
training,3456,NCLH,true,250,0.28,0.010293564714389011,0.24234359096704539
training,3456,NDAQ,false,250,0.0,0.0,0.157222204181704
training,3456,NDAQ,true,250,0.192,0.007894432393347795,0.13882022404406183
training,3456,NEE,false,250,0.0,0.0,0.16859112783538005
training,3456,NEE,true,250,0.22,0.008449746926970356,0.14459928974900518
training,3456,NEM,false,250,0.0,0.0,0.08243295376240849
training,3456,NEM,true,250,0.232,0.008566883586406365,0.07631800292375786
training,3456,NFLX,false,250,0.0,0.0,0.07058437434698721
training,3456,NFLX,true,250,0.272,0.009755603759942156,0.06279044827434305
training,3456,NI,false,250,0.0,0.0,0.04171618836871814
training,3456,NI,true,250,0.228,0.00839479392624729,0.038329657371624165
training,3456,NKE,false,250,0.0,0.0,0.08995519934498798
training,3456,NKE,true,250,0.244,0.00836297903109183,0.07686147858077258
training,3456,NOC,false,250,0.0,0.0,0.12046710206835437
training,3456,NOC,true,250,0.244,0.00883731019522777,0.1011106576637124
training,3456,NOW,false,250,0.0,0.0,0.09795724222878795
training,3456,NOW,true,250,0.216,0.007827910339840925,0.08660117780101655
training,3456,NRG,false,250,0.0,0.0,0.12189975912826571
training,3456,NRG,true,250,0.232,0.008762111352133048,0.1041946875258775
training,3456,NSC,false,250,0.0,0.0,0.10815858802849045
training,3456,NSC,true,250,0.28,0.011039768618944321,0.09278642841781523
training,3456,NTAP,false,250,0.0,0.0,0.09279147769796045
training,3456,NTAP,true,250,0.196,0.007119305856832971,0.08310867358091602
training,3456,NTRS,false,250,0.0,0.0,0.1149237350718936
training,3456,NTRS,true,250,0.28,0.010146059291395516,0.09411875574902202
training,3456,NUE,false,250,0.0,0.0,0.09489217771954903
training,3456,NUE,true,250,0.264,0.00946348517715112,0.08114715889014758
training,3456,NVDA,false,250,0.0,0.0,0.11670064462493916
training,3456,NVDA,true,250,0.228,0.008021691973969632,0.09803800577612247
training,3456,NVR,false,250,0.0,0.0,0.15437862453392026
training,3456,NVR,true,250,0.284,0.00987997107736804,0.1261397253615394
training,3456,NWL,false,250,0.0,0.0,0.09195420207031853
training,3456,NWL,true,250,0.288,0.010206796818510487,0.07305046604941876
training,3456,NWS,false,250,0.0,0.0,0.12248524478948733
training,3456,NWS,true,250,0.208,0.007887201735357917,0.1057003211785233
training,3456,NWSA,false,250,0.0,0.0,0.12121950513416353
training,3456,NWSA,true,250,0.256,0.008819956616052059,0.09965181258576353
training,3456,NXPI,false,250,0.0,0.0,0.1678748553730984
training,3456,NXPI,true,250,0.228,0.008524945770065073,0.14394178751049844
training,3456,O,false,250,0.0,0.0,0.2116923583978481
training,3456,O,true,250,0.22,0.00758351409978308,0.19088688516433208
training,3456,ODFL,false,250,0.0,0.0,0.10782951347020622
training,3456,ODFL,true,250,0.264,0.009535791757049893,0.09100032881153934
training,3456,OKE,false,250,0.0,0.0,0.22653328928886332
training,3456,OKE,true,250,0.284,0.010312364425162696,0.2033881091056338
training,3456,OMC,false,250,0.0,0.0,0.146510254956355
training,3456,OMC,true,250,0.272,0.010166305133767173,0.1186768053542022
training,3456,ORCL,false,250,0.0,0.0,0.08298139634741276
training,3456,ORCL,true,250,0.24,0.008711496746203907,0.07506596298117693
training,3456,ORLY,false,250,0.0,0.0,0.10895733985226383
training,3456,ORLY,true,250,0.212,0.007947939262472885,0.09491606550522133
training,3456,OXY,false,250,0.0,0.0,0.205314219864851
training,3456,OXY,true,250,0.24,0.008989154013015184,0.18666128973726773
training,3456,PAYX,false,250,0.0,0.0,0.1875176379994193
training,3456,PAYX,true,250,0.268,0.010464208242950107,0.16065094404194208
training,3456,PCAR,false,250,0.0,0.0,0.05908857151649983
training,3456,PCAR,true,250,0.26,0.008798264642082429,0.06334361144647895
training,3456,PEG,false,250,0.0,0.0,0.1602131826649175
training,3456,PEG,true,250,0.268,0.00975704989154013,0.1293500786300656
training,3456,PENN,false,250,0.0,0.0,0.2160021672537647
training,3456,PENN,true,250,0.232,0.008066522053506867,0.19378852321765594
training,3456,PEP,false,250,0.0,0.0,0.1645992751479163
training,3456,PEP,true,250,0.24,0.008426608821402748,0.1416479109588685
training,3456,PFE,false,250,0.0,0.0,0.13059579513167047
training,3456,PFE,true,250,0.208,0.008289226319595085,0.11112111991142623
training,3456,PFG,false,250,0.0,0.0,0.1937540909424766
training,3456,PFG,true,250,0.208,0.00715112075198843,0.17326270168108363
training,3456,PG,false,250,0.0,0.0,0.15624200303212257
training,3456,PG,true,250,0.252,0.009297180043383948,0.1323118285173601
training,3456,PGR,false,250,0.0,0.0,0.10139222056661618
training,3456,PGR,true,250,0.304,0.010822848879248009,0.08154860871293243
training,3456,PH,false,250,0.0,0.0,0.1825431550856327
training,3456,PH,true,250,0.312,0.011869848156182217,0.1486261789464441
training,3456,PHM,false,250,0.0,0.0,0.15893894552055915
training,3456,PHM,true,250,0.212,0.007923355025307301,0.13736707725022915
training,3456,PKG,false,250,0.0,0.0,0.09841610864150827
training,3456,PKG,true,250,0.244,0.009100506146059293,0.08454370208042204
training,3456,PLD,false,250,0.0,0.0,0.16761827458725345
training,3456,PLD,true,250,0.208,0.007164135936370212,0.14544978097006736
training,3456,PM,false,250,0.0,0.0,0.12605542348110163
training,3456,PM,true,250,0.26,0.009275488069414318,0.10397408009373063
training,3456,PNC,false,250,0.0,0.0,0.2083700744063396
training,3456,PNC,true,250,0.264,0.009874186550976138,0.1775337840433955
training,3456,PNR,false,250,0.0,0.0,0.0861541398016077
training,3456,PNR,true,250,0.244,0.009185827910339839,0.07566497015505663
training,3456,PNW,false,250,0.0,0.0,0.169956878531686
training,3456,PNW,true,250,0.256,0.01024295010845987,0.14225258199065322
training,3456,POOL,false,250,0.0,0.0,0.13018806885031647
training,3456,POOL,true,250,0.256,0.008490238611713665,0.10505151347668779
training,3456,PPG,false,250,0.0,0.0,0.0375273147947303
training,3456,PPG,true,250,0.22,0.007595083152566883,0.0377172212615763
training,3456,PPL,false,250,0.0,0.0,0.20517577492990127
training,3456,PPL,true,250,0.228,0.008459869848156183,0.18026209770360804
training,3456,PRU,false,250,0.0,0.0,0.19549716931740077
training,3456,PRU,true,250,0.24,0.00866522053506869,0.17152147190959594
training,3456,PSA,false,250,0.0,0.0,0.11930218815481254
training,3456,PSA,true,250,0.272,0.009878524945770063,0.0981524880111511
training,3456,PSX,false,250,0.0,0.0,0.20213597902795005
training,3456,PSX,true,250,0.244,0.009268257411424442,0.17581022630012524
training,3456,PTC,false,250,0.0,0.0,0.08170449901572917
training,3456,PTC,true,250,0.24,0.00902241503976862,0.07297327761031122
training,3456,PVH,false,250,0.0,0.0,0.18752203917164395
training,3456,PVH,true,250,0.22,0.007667389732465655,0.16517967497218428
training,3456,PWR,false,250,0.0,0.0,0.0833073891230862
training,3456,PWR,true,250,0.28,0.010187997107736798,0.07015832596861597
training,3456,QCOM,false,250,0.0,0.0,0.11403582408954079
training,3456,QCOM,true,250,0.232,0.009086044830079536,0.09582000447339158
training,3456,QQQ,false,250,0.0,0.0,0.19244105120018348
training,3456,QQQ,true,250,0.232,0.008095444685466378,0.16643314226363679
training,3456,RCL,false,250,0.0,0.0,0.2666717021626281
training,3456,RCL,true,250,0.232,0.00832827187274042,0.24525795817199839
training,3456,REG,false,250,0.0,0.0,0.2090687974613756
training,3456,REG,true,250,0.252,0.008616052060737523,0.18790532353237063
training,3456,RF,false,250,0.0,0.0,0.19228218293162275
training,3456,RF,true,250,0.264,0.009535791757049892,0.16308047773492637
training,3456,RHI,false,250,0.0,0.0,0.1050217570462149
training,3456,RHI,true,250,0.304,0.011240780911062908,0.08530943333455752
training,3456,RJF,false,250,0.0,0.0,0.17989805699819592
training,3456,RJF,true,250,0.252,0.008912509038322487,0.15154963731579216
training,3456,RL,false,250,0.0,0.0,0.1014847126261025
training,3456,RL,true,250,0.268,0.009671728127259582,0.08499805201793396
training,3456,RMD,false,250,0.0,0.0,0.08280663703720606
training,3456,RMD,true,250,0.176,0.006264642082429501,0.07520090367669141
training,3456,ROK,false,250,0.0,0.0,0.11555758949767916
training,3456,ROK,true,250,0.18,0.007035430224150398,0.10322806468583315
training,3456,ROL,false,250,0.0,0.0,0.08855515776174011
training,3456,ROL,true,250,0.264,0.009211858279103398,0.0743592959047897
training,3456,ROP,false,250,0.0,0.0,0.14664629725731737
training,3456,ROP,true,250,0.264,0.00931887201735358,0.12241684135627118
training,3456,ROST,false,250,0.0,0.0,0.1490338941421749
training,3456,ROST,true,250,0.208,0.008360086767895878,0.12879194256419482
